samplename	family	nreads
ClaidentTutorial__Sample03__MiFish	43_Cyprinodontidae	176
ClaidentTutorial__Sample03__MiFish	42_Bovichtidae	175
ClaidentTutorial__Sample03__MiFish	10_Uranoscopidae	169
ClaidentTutorial__Sample03__MiFish	49_Mugilidae	167
ClaidentTutorial__Sample03__MiFish	45_Soleidae	158
ClaidentTutorial__Sample03__MiFish	07_Chlopsidae	151
ClaidentTutorial__Sample03__MiFish	46_Cottidae	131
ClaidentTutorial__Sample03__MiFish	50_Mullidae	131
ClaidentTutorial__Sample03__MiFish	38_Odontobutidae	122
ClaidentTutorial__Sample03__MiFish	25_Myctophidae	114
ClaidentTutorial__Sample03__MiFish	29_Labridae	114
ClaidentTutorial__Sample03__MiFish	48_Sinipercidae	31
ClaidentTutorial__Sample04__MiFish	51_others	2008
ClaidentTutorial__Sample04__MiFish	03_Danionidae	652
ClaidentTutorial__Sample04__MiFish	01_Gobiidae	518
ClaidentTutorial__Sample04__MiFish	06_Macrouridae	483
ClaidentTutorial__Sample04__MiFish	04_Engraulidae	430
ClaidentTutorial__Sample04__MiFish	24_Acheilognathidae	399
ClaidentTutorial__Sample04__MiFish	02_Cyprinidae	365
ClaidentTutorial__Sample04__MiFish	09_Cynoglossidae	330
ClaidentTutorial__Sample04__MiFish	11_Clupeidae	296
ClaidentTutorial__Sample04__MiFish	28_Mormyridae	254
ClaidentTutorial__Sample04__MiFish	46_Cottidae	249
ClaidentTutorial__Sample04__MiFish	22_Muraenidae	248
ClaidentTutorial__Sample04__MiFish	07_Chlopsidae	238
ClaidentTutorial__Sample04__MiFish	49_Mugilidae	234
ClaidentTutorial__Sample04__MiFish	17_Bothidae	231
ClaidentTutorial__Sample04__MiFish	25_Myctophidae	231
ClaidentTutorial__Sample04__MiFish	50_Mullidae	223
ClaidentTutorial__Sample04__MiFish	38_Odontobutidae	217
ClaidentTutorial__Sample04__MiFish	43_Cyprinodontidae	205
ClaidentTutorial__Sample04__MiFish	37_Cobitidae	184
ClaidentTutorial__Sample04__MiFish	10_Uranoscopidae	162
ClaidentTutorial__Sample04__MiFish	16_Bryconidae	162
ClaidentTutorial__Sample04__MiFish	15_Characidae	152
ClaidentTutorial__Sample04__MiFish	14_unidentified_Euteleosteomorpha	139
ClaidentTutorial__Sample04__MiFish	47_unidentified_Anguilliformes	131
ClaidentTutorial__Sample04__MiFish	48_Sinipercidae	127
ClaidentTutorial__Sample04__MiFish	42_Bovichtidae	125
ClaidentTutorial__Sample04__MiFish	21_Scorpaenidae	89
ClaidentTutorial__Sample04__MiFish	05_Tetraodontidae	5
ClaidentTutorial__Sample04__MiFish	45_Soleidae	1
ClaidentTutorial__Sample05__MiFish	51_others	2104
ClaidentTutorial__Sample05__MiFish	03_Danionidae	738
ClaidentTutorial__Sample05__MiFish	02_Cyprinidae	725
ClaidentTutorial__Sample05__MiFish	01_Gobiidae	647
ClaidentTutorial__Sample05__MiFish	04_Engraulidae	529
ClaidentTutorial__Sample05__MiFish	06_Macrouridae	419
ClaidentTutorial__Sample05__MiFish	47_unidentified_Anguilliformes	415
ClaidentTutorial__Sample05__MiFish	05_Tetraodontidae	413
ClaidentTutorial__Sample05__MiFish	09_Cynoglossidae	349
ClaidentTutorial__Sample05__MiFish	24_Acheilognathidae	298
ClaidentTutorial__Sample05__MiFish	25_Myctophidae	298
ClaidentTutorial__Sample05__MiFish	22_Muraenidae	259
ClaidentTutorial__Sample05__MiFish	43_Cyprinodontidae	189
ClaidentTutorial__Sample05__MiFish	07_Chlopsidae	175
ClaidentTutorial__Sample05__MiFish	28_Mormyridae	174
ClaidentTutorial__Sample05__MiFish	16_Bryconidae	173
ClaidentTutorial__Sample05__MiFish	48_Sinipercidae	158
ClaidentTutorial__Sample05__MiFish	17_Bothidae	156
ClaidentTutorial__Sample05__MiFish	38_Odontobutidae	149
ClaidentTutorial__Sample05__MiFish	50_Mullidae	138
ClaidentTutorial__Sample05__MiFish	11_Clupeidae	137
ClaidentTutorial__Sample05__MiFish	42_Bovichtidae	137
ClaidentTutorial__Sample05__MiFish	10_Uranoscopidae	134
ClaidentTutorial__Sample05__MiFish	21_Scorpaenidae	130
ClaidentTutorial__Sample05__MiFish	46_Cottidae	82
ClaidentTutorial__Sample05__MiFish	49_Mugilidae	3
ClaidentTutorial__Sample05__MiFish	29_Labridae	2
ClaidentTutorial__Sample05__MiFish	31_Trichiuridae	2
ClaidentTutorial__Sample05__MiFish	35_Callionymidae	1
ClaidentTutorial__Sample05__MiFish	45_Soleidae	1
ClaidentTutorial__Sample06__MiFish	51_others	2057
ClaidentTutorial__Sample06__MiFish	04_Engraulidae	664
ClaidentTutorial__Sample06__MiFish	01_Gobiidae	478
ClaidentTutorial__Sample06__MiFish	06_Macrouridae	450
ClaidentTutorial__Sample06__MiFish	02_Cyprinidae	442
ClaidentTutorial__Sample06__MiFish	22_Muraenidae	434
ClaidentTutorial__Sample06__MiFish	05_Tetraodontidae	405
ClaidentTutorial__Sample06__MiFish	15_Characidae	386
ClaidentTutorial__Sample06__MiFish	03_Danionidae	370
ClaidentTutorial__Sample06__MiFish	25_Myctophidae	279
ClaidentTutorial__Sample06__MiFish	39_Sisoridae	275
ClaidentTutorial__Sample06__MiFish	37_Cobitidae	259
ClaidentTutorial__Sample06__MiFish	11_Clupeidae	257
ClaidentTutorial__Sample06__MiFish	24_Acheilognathidae	228
ClaidentTutorial__Sample06__MiFish	47_unidentified_Anguilliformes	223
ClaidentTutorial__Sample06__MiFish	28_Mormyridae	200
ClaidentTutorial__Sample06__MiFish	17_Bothidae	189
ClaidentTutorial__Sample06__MiFish	07_Chlopsidae	185
ClaidentTutorial__Sample06__MiFish	21_Scorpaenidae	174
ClaidentTutorial__Sample06__MiFish	46_Cottidae	170
ClaidentTutorial__Sample06__MiFish	16_Bryconidae	164
ClaidentTutorial__Sample06__MiFish	10_Uranoscopidae	151
ClaidentTutorial__Sample06__MiFish	38_Odontobutidae	144
ClaidentTutorial__Sample06__MiFish	09_Cynoglossidae	137
ClaidentTutorial__Sample06__MiFish	48_Sinipercidae	134
ClaidentTutorial__Sample06__MiFish	50_Mullidae	123
ClaidentTutorial__Sample06__MiFish	42_Bovichtidae	116
ClaidentTutorial__Sample06__MiFish	13_Leuciscidae	48
ClaidentTutorial__Sample06__MiFish	45_Soleidae	3
ClaidentTutorial__Sample07__MiFish	51_others	2487
ClaidentTutorial__Sample07__MiFish	04_Engraulidae	515
ClaidentTutorial__Sample07__MiFish	03_Danionidae	466
ClaidentTutorial__Sample07__MiFish	05_Tetraodontidae	413
ClaidentTutorial__Sample07__MiFish	06_Macrouridae	306
ClaidentTutorial__Sample07__MiFish	01_Gobiidae	294
ClaidentTutorial__Sample07__MiFish	12_Eleotridae	288
ClaidentTutorial__Sample07__MiFish	26_Rhamphichthyidae	261
ClaidentTutorial__Sample07__MiFish	28_Mormyridae	252
ClaidentTutorial__Sample07__MiFish	25_Myctophidae	230
ClaidentTutorial__Sample07__MiFish	17_Bothidae	225
ClaidentTutorial__Sample07__MiFish	47_unidentified_Anguilliformes	224
ClaidentTutorial__Sample07__MiFish	37_Cobitidae	223
ClaidentTutorial__Sample07__MiFish	50_Mullidae	219
ClaidentTutorial__Sample07__MiFish	13_Leuciscidae	207
ClaidentTutorial__Sample07__MiFish	15_Characidae	207
ClaidentTutorial__Sample07__MiFish	07_Chlopsidae	194
ClaidentTutorial__Sample07__MiFish	46_Cottidae	179
ClaidentTutorial__Sample07__MiFish	38_Odontobutidae	176
ClaidentTutorial__Sample07__MiFish	21_Scorpaenidae	168
ClaidentTutorial__Sample07__MiFish	39_Sisoridae	160
ClaidentTutorial__Sample07__MiFish	02_Cyprinidae	159
ClaidentTutorial__Sample07__MiFish	10_Uranoscopidae	158
ClaidentTutorial__Sample07__MiFish	32_Amiidae	152
ClaidentTutorial__Sample07__MiFish	22_Muraenidae	149
ClaidentTutorial__Sample07__MiFish	09_Cynoglossidae	147
ClaidentTutorial__Sample07__MiFish	42_Bovichtidae	142
ClaidentTutorial__Sample07__MiFish	24_Acheilognathidae	136
ClaidentTutorial__Sample07__MiFish	48_Sinipercidae	121
ClaidentTutorial__Sample07__MiFish	11_Clupeidae	119
ClaidentTutorial__Sample07__MiFish	16_Bryconidae	89
ClaidentTutorial__Sample07__MiFish	31_Trichiuridae	37
ClaidentTutorial__Sample07__MiFish	08_Syngnathidae	3
ClaidentTutorial__Sample07__MiFish	34_Malacanthidae	2
ClaidentTutorial__Sample08__MiFish	51_others	2047
ClaidentTutorial__Sample08__MiFish	04_Engraulidae	924
ClaidentTutorial__Sample08__MiFish	05_Tetraodontidae	635
ClaidentTutorial__Sample08__MiFish	01_Gobiidae	450
ClaidentTutorial__Sample08__MiFish	03_Danionidae	430
ClaidentTutorial__Sample08__MiFish	06_Macrouridae	278
ClaidentTutorial__Sample08__MiFish	28_Mormyridae	270
ClaidentTutorial__Sample08__MiFish	08_Syngnathidae	254
ClaidentTutorial__Sample08__MiFish	34_Malacanthidae	248
ClaidentTutorial__Sample08__MiFish	37_Cobitidae	232
ClaidentTutorial__Sample08__MiFish	13_Leuciscidae	228
ClaidentTutorial__Sample08__MiFish	26_Rhamphichthyidae	209
ClaidentTutorial__Sample08__MiFish	31_Trichiuridae	197
ClaidentTutorial__Sample08__MiFish	25_Myctophidae	194
ClaidentTutorial__Sample08__MiFish	21_Scorpaenidae	189
ClaidentTutorial__Sample08__MiFish	35_Callionymidae	183
ClaidentTutorial__Sample08__MiFish	39_Sisoridae	179
ClaidentTutorial__Sample08__MiFish	42_Bovichtidae	173
ClaidentTutorial__Sample08__MiFish	12_Eleotridae	166
ClaidentTutorial__Sample08__MiFish	16_Bryconidae	165
ClaidentTutorial__Sample08__MiFish	38_Odontobutidae	158
ClaidentTutorial__Sample08__MiFish	22_Muraenidae	155
ClaidentTutorial__Sample08__MiFish	32_Amiidae	154
ClaidentTutorial__Sample08__MiFish	15_Characidae	153
ClaidentTutorial__Sample08__MiFish	10_Uranoscopidae	146
ClaidentTutorial__Sample08__MiFish	11_Clupeidae	134
ClaidentTutorial__Sample08__MiFish	48_Sinipercidae	134
ClaidentTutorial__Sample08__MiFish	02_Cyprinidae	120
ClaidentTutorial__Sample08__MiFish	47_unidentified_Anguilliformes	117
ClaidentTutorial__Sample08__MiFish	24_Acheilognathidae	107
ClaidentTutorial__Sample08__MiFish	07_Chlopsidae	100
ClaidentTutorial__Sample08__MiFish	29_Labridae	2
ClaidentTutorial__Sample08__MiFish	49_Mugilidae	2
ClaidentTutorial__Sample08__MiFish	43_Cyprinodontidae	1
ClaidentTutorial__Sample09__MiFish	51_others	2118
ClaidentTutorial__Sample09__MiFish	08_Syngnathidae	581
ClaidentTutorial__Sample09__MiFish	05_Tetraodontidae	579
ClaidentTutorial__Sample09__MiFish	04_Engraulidae	499
ClaidentTutorial__Sample09__MiFish	03_Danionidae	480
ClaidentTutorial__Sample09__MiFish	06_Macrouridae	436
ClaidentTutorial__Sample09__MiFish	01_Gobiidae	411
ClaidentTutorial__Sample09__MiFish	23_Lutjanidae	385
ClaidentTutorial__Sample09__MiFish	19_Auchenipteridae	285
ClaidentTutorial__Sample09__MiFish	48_Sinipercidae	260
ClaidentTutorial__Sample09__MiFish	02_Cyprinidae	215
ClaidentTutorial__Sample09__MiFish	13_Leuciscidae	213
ClaidentTutorial__Sample09__MiFish	28_Mormyridae	211
ClaidentTutorial__Sample09__MiFish	34_Malacanthidae	190
ClaidentTutorial__Sample09__MiFish	15_Characidae	180
ClaidentTutorial__Sample09__MiFish	12_Eleotridae	178
ClaidentTutorial__Sample09__MiFish	37_Cobitidae	175
ClaidentTutorial__Sample09__MiFish	22_Muraenidae	173
ClaidentTutorial__Sample09__MiFish	32_Amiidae	165
ClaidentTutorial__Sample09__MiFish	10_Uranoscopidae	164
ClaidentTutorial__Sample09__MiFish	38_Odontobutidae	162
ClaidentTutorial__Sample09__MiFish	35_Callionymidae	156
ClaidentTutorial__Sample09__MiFish	07_Chlopsidae	154
ClaidentTutorial__Sample09__MiFish	31_Trichiuridae	138
ClaidentTutorial__Sample09__MiFish	16_Bryconidae	136
ClaidentTutorial__Sample09__MiFish	39_Sisoridae	135
ClaidentTutorial__Sample09__MiFish	21_Scorpaenidae	125
ClaidentTutorial__Sample09__MiFish	25_Myctophidae	104
ClaidentTutorial__Sample09__MiFish	26_Rhamphichthyidae	102
ClaidentTutorial__Sample09__MiFish	11_Clupeidae	2
ClaidentTutorial__Sample09__MiFish	18_Nemacheilidae	1
ClaidentTutorial__Sample10__MiFish	51_others	2684
ClaidentTutorial__Sample10__MiFish	02_Cyprinidae	606
ClaidentTutorial__Sample10__MiFish	12_Eleotridae	525
ClaidentTutorial__Sample10__MiFish	05_Tetraodontidae	487
ClaidentTutorial__Sample10__MiFish	03_Danionidae	383
ClaidentTutorial__Sample10__MiFish	01_Gobiidae	342
ClaidentTutorial__Sample10__MiFish	15_Characidae	253
ClaidentTutorial__Sample10__MiFish	34_Malacanthidae	238
ClaidentTutorial__Sample10__MiFish	32_Amiidae	235
ClaidentTutorial__Sample10__MiFish	38_Odontobutidae	227
ClaidentTutorial__Sample10__MiFish	35_Callionymidae	217
ClaidentTutorial__Sample10__MiFish	19_Auchenipteridae	206
ClaidentTutorial__Sample10__MiFish	07_Chlopsidae	204
ClaidentTutorial__Sample10__MiFish	22_Muraenidae	202
ClaidentTutorial__Sample10__MiFish	09_Cynoglossidae	199
ClaidentTutorial__Sample10__MiFish	26_Rhamphichthyidae	196
ClaidentTutorial__Sample10__MiFish	28_Mormyridae	186
ClaidentTutorial__Sample10__MiFish	13_Leuciscidae	175
ClaidentTutorial__Sample10__MiFish	20_Denticipitidae	168
ClaidentTutorial__Sample10__MiFish	23_Lutjanidae	161
ClaidentTutorial__Sample10__MiFish	21_Scorpaenidae	159
ClaidentTutorial__Sample10__MiFish	04_Engraulidae	143
ClaidentTutorial__Sample10__MiFish	48_Sinipercidae	143
ClaidentTutorial__Sample10__MiFish	16_Bryconidae	138
ClaidentTutorial__Sample10__MiFish	06_Macrouridae	137
ClaidentTutorial__Sample10__MiFish	08_Syngnathidae	135
ClaidentTutorial__Sample10__MiFish	31_Trichiuridae	123
ClaidentTutorial__Sample10__MiFish	10_Uranoscopidae	112
ClaidentTutorial__Sample10__MiFish	39_Sisoridae	104
ClaidentTutorial__Sample10__MiFish	24_Acheilognathidae	2
ClaidentTutorial__Sample10__MiFish	37_Cobitidae	2
ClaidentTutorial__Sample10__MiFish	42_Bovichtidae	1
ClaidentTutorial__Sample11__MiFish	51_others	2550
ClaidentTutorial__Sample11__MiFish	05_Tetraodontidae	611
ClaidentTutorial__Sample11__MiFish	01_Gobiidae	575
ClaidentTutorial__Sample11__MiFish	02_Cyprinidae	376
ClaidentTutorial__Sample11__MiFish	17_Bothidae	312
ClaidentTutorial__Sample11__MiFish	43_Cyprinodontidae	289
ClaidentTutorial__Sample11__MiFish	03_Danionidae	287
ClaidentTutorial__Sample11__MiFish	30_Poeciliidae	265
ClaidentTutorial__Sample11__MiFish	12_Eleotridae	243
ClaidentTutorial__Sample11__MiFish	34_Malacanthidae	237
ClaidentTutorial__Sample11__MiFish	26_Rhamphichthyidae	231
ClaidentTutorial__Sample11__MiFish	04_Engraulidae	229
ClaidentTutorial__Sample11__MiFish	13_Leuciscidae	226
ClaidentTutorial__Sample11__MiFish	32_Amiidae	217
ClaidentTutorial__Sample11__MiFish	10_Uranoscopidae	212
ClaidentTutorial__Sample11__MiFish	19_Auchenipteridae	207
ClaidentTutorial__Sample11__MiFish	20_Denticipitidae	206
ClaidentTutorial__Sample11__MiFish	16_Bryconidae	198
ClaidentTutorial__Sample11__MiFish	15_Characidae	188
ClaidentTutorial__Sample11__MiFish	09_Cynoglossidae	168
ClaidentTutorial__Sample11__MiFish	07_Chlopsidae	158
ClaidentTutorial__Sample11__MiFish	23_Lutjanidae	144
ClaidentTutorial__Sample11__MiFish	35_Callionymidae	143
ClaidentTutorial__Sample11__MiFish	21_Scorpaenidae	134
ClaidentTutorial__Sample11__MiFish	31_Trichiuridae	126
ClaidentTutorial__Sample11__MiFish	08_Syngnathidae	121
ClaidentTutorial__Sample11__MiFish	06_Macrouridae	118
ClaidentTutorial__Sample11__MiFish	29_Labridae	117
ClaidentTutorial__Sample11__MiFish	39_Sisoridae	115
ClaidentTutorial__Sample11__MiFish	50_Mullidae	2
ClaidentTutorial__Sample11__MiFish	22_Muraenidae	1
ClaidentTutorial__Sample12__MiFish	51_others	2091
ClaidentTutorial__Sample12__MiFish	01_Gobiidae	1103
ClaidentTutorial__Sample12__MiFish	02_Cyprinidae	461
ClaidentTutorial__Sample12__MiFish	05_Tetraodontidae	449
ClaidentTutorial__Sample12__MiFish	44_Melamphaidae	403
ClaidentTutorial__Sample12__MiFish	03_Danionidae	382
ClaidentTutorial__Sample12__MiFish	14_unidentified_Euteleosteomorpha	285
ClaidentTutorial__Sample12__MiFish	26_Rhamphichthyidae	254
ClaidentTutorial__Sample12__MiFish	19_Auchenipteridae	244
ClaidentTutorial__Sample12__MiFish	23_Lutjanidae	220
ClaidentTutorial__Sample12__MiFish	10_Uranoscopidae	215
ClaidentTutorial__Sample12__MiFish	32_Amiidae	196
ClaidentTutorial__Sample12__MiFish	20_Denticipitidae	195
ClaidentTutorial__Sample12__MiFish	21_Scorpaenidae	185
ClaidentTutorial__Sample12__MiFish	30_Poeciliidae	183
ClaidentTutorial__Sample12__MiFish	17_Bothidae	179
ClaidentTutorial__Sample12__MiFish	15_Characidae	170
ClaidentTutorial__Sample12__MiFish	35_Callionymidae	167
ClaidentTutorial__Sample12__MiFish	39_Sisoridae	162
ClaidentTutorial__Sample12__MiFish	13_Leuciscidae	160
ClaidentTutorial__Sample12__MiFish	12_Eleotridae	153
ClaidentTutorial__Sample12__MiFish	16_Bryconidae	153
ClaidentTutorial__Sample12__MiFish	07_Chlopsidae	151
ClaidentTutorial__Sample12__MiFish	09_Cynoglossidae	151
ClaidentTutorial__Sample12__MiFish	06_Macrouridae	150
ClaidentTutorial__Sample12__MiFish	04_Engraulidae	146
ClaidentTutorial__Sample12__MiFish	08_Syngnathidae	122
ClaidentTutorial__Sample12__MiFish	34_Malacanthidae	121
ClaidentTutorial__Sample12__MiFish	31_Trichiuridae	119
ClaidentTutorial__Sample12__MiFish	41_Adrianichthyidae	119
ClaidentTutorial__Sample12__MiFish	27_Erythrinidae	43
ClaidentTutorial__Sample12__MiFish	46_Cottidae	2
ClaidentTutorial__Sample12__MiFish	24_Acheilognathidae	1
ClaidentTutorial__Sample13__MiFish	51_others	2655
ClaidentTutorial__Sample13__MiFish	01_Gobiidae	788
ClaidentTutorial__Sample13__MiFish	02_Cyprinidae	350
ClaidentTutorial__Sample13__MiFish	03_Danionidae	323
ClaidentTutorial__Sample13__MiFish	29_Labridae	273
ClaidentTutorial__Sample13__MiFish	20_Denticipitidae	253
ClaidentTutorial__Sample13__MiFish	08_Syngnathidae	231
ClaidentTutorial__Sample13__MiFish	10_Uranoscopidae	225
ClaidentTutorial__Sample13__MiFish	17_Bothidae	222
ClaidentTutorial__Sample13__MiFish	34_Malacanthidae	216
ClaidentTutorial__Sample13__MiFish	15_Characidae	210
ClaidentTutorial__Sample13__MiFish	23_Lutjanidae	205
ClaidentTutorial__Sample13__MiFish	41_Adrianichthyidae	198
ClaidentTutorial__Sample13__MiFish	19_Auchenipteridae	196
ClaidentTutorial__Sample13__MiFish	26_Rhamphichthyidae	196
ClaidentTutorial__Sample13__MiFish	06_Macrouridae	193
ClaidentTutorial__Sample13__MiFish	13_Leuciscidae	192
ClaidentTutorial__Sample13__MiFish	07_Chlopsidae	188
ClaidentTutorial__Sample13__MiFish	39_Sisoridae	187
ClaidentTutorial__Sample13__MiFish	30_Poeciliidae	177
ClaidentTutorial__Sample13__MiFish	27_Erythrinidae	174
ClaidentTutorial__Sample13__MiFish	44_Melamphaidae	168
ClaidentTutorial__Sample13__MiFish	12_Eleotridae	164
ClaidentTutorial__Sample13__MiFish	09_Cynoglossidae	149
ClaidentTutorial__Sample13__MiFish	32_Amiidae	134
ClaidentTutorial__Sample13__MiFish	36_Bramidae	131
ClaidentTutorial__Sample13__MiFish	21_Scorpaenidae	128
ClaidentTutorial__Sample13__MiFish	35_Callionymidae	128
ClaidentTutorial__Sample13__MiFish	31_Trichiuridae	127
ClaidentTutorial__Sample13__MiFish	05_Tetraodontidae	109
ClaidentTutorial__Sample13__MiFish	33_unidentified_Characoidei	63
ClaidentTutorial__Sample13__MiFish	16_Bryconidae	4
ClaidentTutorial__Sample13__MiFish	18_Nemacheilidae	4
ClaidentTutorial__Sample14__MiFish	51_others	2751
ClaidentTutorial__Sample14__MiFish	01_Gobiidae	561
ClaidentTutorial__Sample14__MiFish	17_Bothidae	447
ClaidentTutorial__Sample14__MiFish	02_Cyprinidae	361
ClaidentTutorial__Sample14__MiFish	20_Denticipitidae	246
ClaidentTutorial__Sample14__MiFish	32_Amiidae	230
ClaidentTutorial__Sample14__MiFish	40_Triacanthidae	226
ClaidentTutorial__Sample14__MiFish	07_Chlopsidae	224
ClaidentTutorial__Sample14__MiFish	13_Leuciscidae	210
ClaidentTutorial__Sample14__MiFish	34_Malacanthidae	210
ClaidentTutorial__Sample14__MiFish	23_Lutjanidae	206
ClaidentTutorial__Sample14__MiFish	31_Trichiuridae	203
ClaidentTutorial__Sample14__MiFish	09_Cynoglossidae	194
ClaidentTutorial__Sample14__MiFish	10_Uranoscopidae	188
ClaidentTutorial__Sample14__MiFish	41_Adrianichthyidae	186
ClaidentTutorial__Sample14__MiFish	19_Auchenipteridae	182
ClaidentTutorial__Sample14__MiFish	29_Labridae	174
ClaidentTutorial__Sample14__MiFish	36_Bramidae	174
ClaidentTutorial__Sample14__MiFish	12_Eleotridae	172
ClaidentTutorial__Sample14__MiFish	33_unidentified_Characoidei	168
ClaidentTutorial__Sample14__MiFish	44_Melamphaidae	166
ClaidentTutorial__Sample14__MiFish	15_Characidae	164
ClaidentTutorial__Sample14__MiFish	30_Poeciliidae	158
ClaidentTutorial__Sample14__MiFish	35_Callionymidae	155
ClaidentTutorial__Sample14__MiFish	08_Syngnathidae	148
ClaidentTutorial__Sample14__MiFish	26_Rhamphichthyidae	144
ClaidentTutorial__Sample14__MiFish	05_Tetraodontidae	143
ClaidentTutorial__Sample14__MiFish	06_Macrouridae	143
ClaidentTutorial__Sample14__MiFish	21_Scorpaenidae	134
ClaidentTutorial__Sample14__MiFish	27_Erythrinidae	129
ClaidentTutorial__Sample14__MiFish	03_Danionidae	102
ClaidentTutorial__Sample14__MiFish	18_Nemacheilidae	4
ClaidentTutorial__Sample14__MiFish	11_Clupeidae	3
ClaidentTutorial__Sample15__MiFish	51_others	2277
ClaidentTutorial__Sample15__MiFish	01_Gobiidae	541
ClaidentTutorial__Sample15__MiFish	05_Tetraodontidae	475
ClaidentTutorial__Sample15__MiFish	11_Clupeidae	468
ClaidentTutorial__Sample15__MiFish	04_Engraulidae	257
ClaidentTutorial__Sample15__MiFish	02_Cyprinidae	255
ClaidentTutorial__Sample15__MiFish	36_Bramidae	249
ClaidentTutorial__Sample15__MiFish	18_Nemacheilidae	247
ClaidentTutorial__Sample15__MiFish	33_unidentified_Characoidei	235
ClaidentTutorial__Sample15__MiFish	17_Bothidae	229
ClaidentTutorial__Sample15__MiFish	19_Auchenipteridae	223
ClaidentTutorial__Sample15__MiFish	26_Rhamphichthyidae	221
ClaidentTutorial__Sample15__MiFish	27_Erythrinidae	210
ClaidentTutorial__Sample15__MiFish	31_Trichiuridae	203
ClaidentTutorial__Sample15__MiFish	13_Leuciscidae	201
ClaidentTutorial__Sample15__MiFish	20_Denticipitidae	195
ClaidentTutorial__Sample15__MiFish	23_Lutjanidae	195
ClaidentTutorial__Sample15__MiFish	10_Uranoscopidae	186
ClaidentTutorial__Sample15__MiFish	41_Adrianichthyidae	186
