samplename	species	nreads
ClaidentTutorial__Sample01__MiFish	013_Pterois_miles	126
ClaidentTutorial__Sample01__MiFish	076_unidentified_Cyprinodon	126
ClaidentTutorial__Sample01__MiFish	134_Brachygobius_doriae	126
ClaidentTutorial__Sample01__MiFish	214_Aeoliscus_strigatus	119
ClaidentTutorial__Sample01__MiFish	132_Harengula_jaguana	107
ClaidentTutorial__Sample01__MiFish	159_Heteromycteris_japonicus	102
ClaidentTutorial__Sample01__MiFish	219_Petroscirtes_breviceps	102
ClaidentTutorial__Sample01__MiFish	101_Pempheris_schwenkii	2
ClaidentTutorial__Sample01__MiFish	072_Trichonotus_elegans	1
ClaidentTutorial__Sample01__MiFish	108_unidentified_Ecsenius	1
ClaidentTutorial__Sample02__MiFish	011_unidentified_Nemacheilidae	365
ClaidentTutorial__Sample02__MiFish	074_unidentified_Rhodeus	361
ClaidentTutorial__Sample02__MiFish	090_unidentified_Channa	302
ClaidentTutorial__Sample02__MiFish	019_Triphoturus_mexicanus	262
ClaidentTutorial__Sample02__MiFish	135_unidentified_Protopterus	253
ClaidentTutorial__Sample02__MiFish	134_Brachygobius_doriae	251
ClaidentTutorial__Sample02__MiFish	018_unidentified_Stolephorus	250
ClaidentTutorial__Sample02__MiFish	088_unidentified_Amblyopinae	245
ClaidentTutorial__Sample02__MiFish	146_unidentified_Diceratiidae	230
ClaidentTutorial__Sample02__MiFish	058_unidentified_Cynoglossus	223
ClaidentTutorial__Sample02__MiFish	115_unidentified_Gigantactis	219
ClaidentTutorial__Sample02__MiFish	077_unidentified_Microdevario	212
ClaidentTutorial__Sample02__MiFish	025_unidentified_Chedrinae	211
ClaidentTutorial__Sample02__MiFish	076_unidentified_Cyprinodon	211
ClaidentTutorial__Sample02__MiFish	092_Mugil_cephalus	210
ClaidentTutorial__Sample02__MiFish	060_unidentified_Plesiops	203
ClaidentTutorial__Sample02__MiFish	125_Lactoria_diaphana	203
ClaidentTutorial__Sample02__MiFish	009_unidentified_Opsaridium	201
ClaidentTutorial__Sample02__MiFish	096_Parachaenichthys_charcoti	200
ClaidentTutorial__Sample02__MiFish	073_Seriola_quinqueradiata	198
ClaidentTutorial__Sample02__MiFish	120_Pseudogobius_javanicus	196
ClaidentTutorial__Sample02__MiFish	037_unidentified_Muraeninae	194
ClaidentTutorial__Sample02__MiFish	174_unidentified_Oreochromini	192
ClaidentTutorial__Sample02__MiFish	047_unidentified_Cottiusculus	187
ClaidentTutorial__Sample02__MiFish	143_Macropharyngodon_negrosensis	187
ClaidentTutorial__Sample02__MiFish	133_Pterapogon_kauderni	179
ClaidentTutorial__Sample02__MiFish	036_unidentified_Tariqilabeo	177
ClaidentTutorial__Sample02__MiFish	008_unidentified_Euteleosteomorpha	175
ClaidentTutorial__Sample02__MiFish	039_Spratelloides_delicatulus	173
ClaidentTutorial__Sample02__MiFish	151_Girella_punctata	171
ClaidentTutorial__Sample02__MiFish	158_Eleginus_gracilis	171
ClaidentTutorial__Sample02__MiFish	152_unidentified_Hiodon	168
ClaidentTutorial__Sample02__MiFish	003_Uranoscopus_cognatus	160
ClaidentTutorial__Sample02__MiFish	165_unidentified_Onychostoma	159
ClaidentTutorial__Sample02__MiFish	126_unidentified_Ariosoma	154
ClaidentTutorial__Sample02__MiFish	071_Polydactylus_sextarius	153
ClaidentTutorial__Sample02__MiFish	002_Kaupichthys_hyoproroides	139
ClaidentTutorial__Sample02__MiFish	189_unidentified_Linophrynidae	139
ClaidentTutorial__Sample02__MiFish	033_unidentified_Coilinae	130
ClaidentTutorial__Sample02__MiFish	185_unidentified_Scomberomorus	129
ClaidentTutorial__Sample02__MiFish	044_unidentified_Bovichtus	124
ClaidentTutorial__Sample02__MiFish	106_Cynoglossus_abbreviatus	118
ClaidentTutorial__Sample02__MiFish	159_Heteromycteris_japonicus	117
ClaidentTutorial__Sample02__MiFish	132_Harengula_jaguana	112
ClaidentTutorial__Sample02__MiFish	013_Pterois_miles	109
ClaidentTutorial__Sample02__MiFish	052_Parupeneus_chrysopleuron	109
ClaidentTutorial__Sample02__MiFish	089_unidentified_Characidae	109
ClaidentTutorial__Sample02__MiFish	063_unidentified_Acheilognathidae	104
ClaidentTutorial__Sample02__MiFish	137_unidentified_Cobitinae	73
ClaidentTutorial__Sample02__MiFish	059_Stolephorus_commersonnii	2
ClaidentTutorial__Sample02__MiFish	062_Pagothenia_borchgrevinki	2
ClaidentTutorial__Sample02__MiFish	017_unidentified_Gymnorhamphichthys	1
ClaidentTutorial__Sample03__MiFish	103_Doederleinia_berycoides	399
ClaidentTutorial__Sample03__MiFish	006_Acentrogobius_pflaumii	320
ClaidentTutorial__Sample03__MiFish	089_unidentified_Characidae	311
ClaidentTutorial__Sample03__MiFish	083_unidentified_Gobiesocinae	296
ClaidentTutorial__Sample03__MiFish	051_unidentified_Osteobrama	272
ClaidentTutorial__Sample03__MiFish	135_unidentified_Protopterus	252
ClaidentTutorial__Sample03__MiFish	020_unidentified_Salminus	245
ClaidentTutorial__Sample03__MiFish	120_Pseudogobius_javanicus	243
ClaidentTutorial__Sample03__MiFish	137_unidentified_Cobitinae	232
ClaidentTutorial__Sample03__MiFish	118_Esomus_metallicus	231
ClaidentTutorial__Sample03__MiFish	060_unidentified_Plesiops	209
ClaidentTutorial__Sample03__MiFish	125_Lactoria_diaphana	209
ClaidentTutorial__Sample03__MiFish	133_Pterapogon_kauderni	207
ClaidentTutorial__Sample03__MiFish	165_unidentified_Onychostoma	203
ClaidentTutorial__Sample03__MiFish	013_Pterois_miles	201
ClaidentTutorial__Sample03__MiFish	115_unidentified_Gigantactis	201
ClaidentTutorial__Sample03__MiFish	088_unidentified_Amblyopinae	200
ClaidentTutorial__Sample03__MiFish	018_unidentified_Stolephorus	198
ClaidentTutorial__Sample03__MiFish	011_unidentified_Nemacheilidae	190
ClaidentTutorial__Sample03__MiFish	037_unidentified_Muraeninae	185
ClaidentTutorial__Sample03__MiFish	036_unidentified_Tariqilabeo	183
ClaidentTutorial__Sample03__MiFish	126_unidentified_Ariosoma	180
ClaidentTutorial__Sample03__MiFish	025_unidentified_Chedrinae	176
ClaidentTutorial__Sample03__MiFish	076_unidentified_Cyprinodon	176
ClaidentTutorial__Sample03__MiFish	044_unidentified_Bovichtus	175
ClaidentTutorial__Sample03__MiFish	074_unidentified_Rhodeus	172
ClaidentTutorial__Sample03__MiFish	096_Parachaenichthys_charcoti	172
ClaidentTutorial__Sample03__MiFish	003_Uranoscopus_cognatus	169
ClaidentTutorial__Sample03__MiFish	033_unidentified_Coilinae	167
ClaidentTutorial__Sample03__MiFish	092_Mugil_cephalus	167
ClaidentTutorial__Sample03__MiFish	132_Harengula_jaguana	166
ClaidentTutorial__Sample03__MiFish	077_unidentified_Microdevario	165
ClaidentTutorial__Sample03__MiFish	159_Heteromycteris_japonicus	158
ClaidentTutorial__Sample03__MiFish	071_Polydactylus_sextarius	153
ClaidentTutorial__Sample03__MiFish	002_Kaupichthys_hyoproroides	151
ClaidentTutorial__Sample03__MiFish	058_unidentified_Cynoglossus	147
ClaidentTutorial__Sample03__MiFish	134_Brachygobius_doriae	137
ClaidentTutorial__Sample03__MiFish	009_unidentified_Opsaridium	135
ClaidentTutorial__Sample03__MiFish	194_unidentified_Platycephalidae	134
ClaidentTutorial__Sample03__MiFish	047_unidentified_Cottiusculus	131
ClaidentTutorial__Sample03__MiFish	052_Parupeneus_chrysopleuron	131
ClaidentTutorial__Sample03__MiFish	063_unidentified_Acheilognathidae	129
ClaidentTutorial__Sample03__MiFish	039_Spratelloides_delicatulus	125
ClaidentTutorial__Sample03__MiFish	073_Seriola_quinqueradiata	124
ClaidentTutorial__Sample03__MiFish	035_Odontobutis_platycephala	122
ClaidentTutorial__Sample03__MiFish	019_Triphoturus_mexicanus	114
ClaidentTutorial__Sample03__MiFish	143_Macropharyngodon_negrosensis	114
ClaidentTutorial__Sample03__MiFish	217_Acrossocheilus_paradoxus	107
ClaidentTutorial__Sample03__MiFish	106_Cynoglossus_abbreviatus	105
ClaidentTutorial__Sample03__MiFish	049_Coreoperca_kawamebari	31
ClaidentTutorial__Sample03__MiFish	054_Variola_albimarginata	1
ClaidentTutorial__Sample04__MiFish	078_Aulorhynchus_flavidus	358
ClaidentTutorial__Sample04__MiFish	056_Coelorinchus_kishinouyei	261
ClaidentTutorial__Sample04__MiFish	024_unidentified_Campylomormyrus	254
ClaidentTutorial__Sample04__MiFish	047_unidentified_Cottiusculus	249
ClaidentTutorial__Sample04__MiFish	100_unidentified_Helicolenus	242
ClaidentTutorial__Sample04__MiFish	002_Kaupichthys_hyoproroides	238
ClaidentTutorial__Sample04__MiFish	092_Mugil_cephalus	234
ClaidentTutorial__Sample04__MiFish	019_Triphoturus_mexicanus	231
ClaidentTutorial__Sample04__MiFish	086_Chascanopsetta_lugubris	231
ClaidentTutorial__Sample04__MiFish	052_Parupeneus_chrysopleuron	223
ClaidentTutorial__Sample04__MiFish	058_unidentified_Cynoglossus	223
ClaidentTutorial__Sample04__MiFish	005_Squalogadus_modificatus	222
ClaidentTutorial__Sample04__MiFish	006_Acentrogobius_pflaumii	222
ClaidentTutorial__Sample04__MiFish	118_Esomus_metallicus	222
ClaidentTutorial__Sample04__MiFish	018_unidentified_Stolephorus	217
ClaidentTutorial__Sample04__MiFish	035_Odontobutis_platycephala	217
ClaidentTutorial__Sample04__MiFish	074_unidentified_Rhodeus	216
ClaidentTutorial__Sample04__MiFish	033_unidentified_Coilinae	213
ClaidentTutorial__Sample04__MiFish	036_unidentified_Tariqilabeo	207
ClaidentTutorial__Sample04__MiFish	073_Seriola_quinqueradiata	206
ClaidentTutorial__Sample04__MiFish	076_unidentified_Cyprinodon	205
ClaidentTutorial__Sample04__MiFish	037_unidentified_Muraeninae	197
ClaidentTutorial__Sample04__MiFish	083_unidentified_Gobiesocinae	190
ClaidentTutorial__Sample04__MiFish	115_unidentified_Gigantactis	188
ClaidentTutorial__Sample04__MiFish	137_unidentified_Cobitinae	184
ClaidentTutorial__Sample04__MiFish	063_unidentified_Acheilognathidae	183
ClaidentTutorial__Sample04__MiFish	039_Spratelloides_delicatulus	163
ClaidentTutorial__Sample04__MiFish	071_Polydactylus_sextarius	163
ClaidentTutorial__Sample04__MiFish	003_Uranoscopus_cognatus	162
ClaidentTutorial__Sample04__MiFish	020_unidentified_Salminus	162
ClaidentTutorial__Sample04__MiFish	120_Pseudogobius_javanicus	160
ClaidentTutorial__Sample04__MiFish	009_unidentified_Opsaridium	159
ClaidentTutorial__Sample04__MiFish	051_unidentified_Osteobrama	158
ClaidentTutorial__Sample04__MiFish	077_unidentified_Microdevario	156
ClaidentTutorial__Sample04__MiFish	096_Parachaenichthys_charcoti	156
ClaidentTutorial__Sample04__MiFish	089_unidentified_Characidae	152
ClaidentTutorial__Sample04__MiFish	008_unidentified_Euteleosteomorpha	139
ClaidentTutorial__Sample04__MiFish	060_unidentified_Plesiops	136
ClaidentTutorial__Sample04__MiFish	088_unidentified_Amblyopinae	136
ClaidentTutorial__Sample04__MiFish	194_unidentified_Platycephalidae	134
ClaidentTutorial__Sample04__MiFish	132_Harengula_jaguana	133
ClaidentTutorial__Sample04__MiFish	048_unidentified_Anguilliformes	131
ClaidentTutorial__Sample04__MiFish	049_Coreoperca_kawamebari	127
ClaidentTutorial__Sample04__MiFish	062_Pagothenia_borchgrevinki	126
ClaidentTutorial__Sample04__MiFish	044_unidentified_Bovichtus	125
ClaidentTutorial__Sample04__MiFish	025_unidentified_Chedrinae	115
ClaidentTutorial__Sample04__MiFish	106_Cynoglossus_abbreviatus	107
ClaidentTutorial__Sample04__MiFish	103_Doederleinia_berycoides	105
ClaidentTutorial__Sample04__MiFish	013_Pterois_miles	89
ClaidentTutorial__Sample04__MiFish	149_Gymnomuraena_zebra	51
ClaidentTutorial__Sample04__MiFish	001_unidentified_Tetraodontidae	5
ClaidentTutorial__Sample04__MiFish	090_unidentified_Channa	2
ClaidentTutorial__Sample04__MiFish	146_unidentified_Diceratiidae	2
ClaidentTutorial__Sample04__MiFish	159_Heteromycteris_japonicus	1
ClaidentTutorial__Sample05__MiFish	048_unidentified_Anguilliformes	415
ClaidentTutorial__Sample05__MiFish	001_unidentified_Tetraodontidae	413
ClaidentTutorial__Sample05__MiFish	104_Embiotoca_jacksoni	289
ClaidentTutorial__Sample05__MiFish	188_unidentified_Labeo	279
ClaidentTutorial__Sample05__MiFish	023_unidentified_Gobionellinae	266
ClaidentTutorial__Sample05__MiFish	036_unidentified_Tariqilabeo	260
ClaidentTutorial__Sample05__MiFish	056_Coelorinchus_kishinouyei	248
ClaidentTutorial__Sample05__MiFish	136_unidentified_Chalceus	248
ClaidentTutorial__Sample05__MiFish	006_Acentrogobius_pflaumii	237
ClaidentTutorial__Sample05__MiFish	062_Pagothenia_borchgrevinki	236
ClaidentTutorial__Sample05__MiFish	083_unidentified_Gobiesocinae	231
ClaidentTutorial__Sample05__MiFish	019_Triphoturus_mexicanus	224
ClaidentTutorial__Sample05__MiFish	009_unidentified_Opsaridium	220
ClaidentTutorial__Sample05__MiFish	033_unidentified_Coilinae	218
ClaidentTutorial__Sample05__MiFish	071_Polydactylus_sextarius	216
ClaidentTutorial__Sample05__MiFish	073_Seriola_quinqueradiata	212
ClaidentTutorial__Sample05__MiFish	076_unidentified_Cyprinodon	189
ClaidentTutorial__Sample05__MiFish	077_unidentified_Microdevario	187
ClaidentTutorial__Sample05__MiFish	051_unidentified_Osteobrama	186
ClaidentTutorial__Sample05__MiFish	025_unidentified_Chedrinae	181
ClaidentTutorial__Sample05__MiFish	078_Aulorhynchus_flavidus	180
ClaidentTutorial__Sample05__MiFish	058_unidentified_Cynoglossus	177
ClaidentTutorial__Sample05__MiFish	002_Kaupichthys_hyoproroides	175
ClaidentTutorial__Sample05__MiFish	024_unidentified_Campylomormyrus	174
ClaidentTutorial__Sample05__MiFish	020_unidentified_Salminus	173
ClaidentTutorial__Sample05__MiFish	106_Cynoglossus_abbreviatus	172
ClaidentTutorial__Sample05__MiFish	005_Squalogadus_modificatus	171
ClaidentTutorial__Sample05__MiFish	103_Doederleinia_berycoides	169
ClaidentTutorial__Sample05__MiFish	060_unidentified_Plesiops	164
ClaidentTutorial__Sample05__MiFish	018_unidentified_Stolephorus	162
ClaidentTutorial__Sample05__MiFish	049_Coreoperca_kawamebari	158
ClaidentTutorial__Sample05__MiFish	074_unidentified_Rhodeus	156
ClaidentTutorial__Sample05__MiFish	086_Chascanopsetta_lugubris	156
ClaidentTutorial__Sample05__MiFish	100_unidentified_Helicolenus	153
ClaidentTutorial__Sample05__MiFish	118_Esomus_metallicus	150
ClaidentTutorial__Sample05__MiFish	035_Odontobutis_platycephala	149
ClaidentTutorial__Sample05__MiFish	069_unidentified_Engraulinae	149
ClaidentTutorial__Sample05__MiFish	181_Amblychaeturichthys_hexanema	144
ClaidentTutorial__Sample05__MiFish	063_unidentified_Acheilognathidae	142
ClaidentTutorial__Sample05__MiFish	052_Parupeneus_chrysopleuron	138
ClaidentTutorial__Sample05__MiFish	039_Spratelloides_delicatulus	137
ClaidentTutorial__Sample05__MiFish	044_unidentified_Bovichtus	137
ClaidentTutorial__Sample05__MiFish	149_Gymnomuraena_zebra	135
ClaidentTutorial__Sample05__MiFish	003_Uranoscopus_cognatus	134
ClaidentTutorial__Sample05__MiFish	013_Pterois_miles	130
ClaidentTutorial__Sample05__MiFish	037_unidentified_Muraeninae	124
ClaidentTutorial__Sample05__MiFish	047_unidentified_Cottiusculus	82
ClaidentTutorial__Sample05__MiFish	202_unidentified_Electrona	74
ClaidentTutorial__Sample05__MiFish	092_Mugil_cephalus	3
ClaidentTutorial__Sample05__MiFish	099_Pervagor_janthinosoma	3
ClaidentTutorial__Sample05__MiFish	121_unidentified_Priacanthus	3
ClaidentTutorial__Sample05__MiFish	041_Benthodesmus_tenuis	2
ClaidentTutorial__Sample05__MiFish	143_Macropharyngodon_negrosensis	2
ClaidentTutorial__Sample05__MiFish	030_unidentified_Callionymidae	1
ClaidentTutorial__Sample05__MiFish	159_Heteromycteris_japonicus	1
ClaidentTutorial__Sample06__MiFish	001_unidentified_Tetraodontidae	405
ClaidentTutorial__Sample06__MiFish	016_unidentified_Rhaphiodontinae	386
ClaidentTutorial__Sample06__MiFish	101_Pempheris_schwenkii	368
ClaidentTutorial__Sample06__MiFish	005_Squalogadus_modificatus	303
ClaidentTutorial__Sample06__MiFish	184_unidentified_Chrysichthys	292
ClaidentTutorial__Sample06__MiFish	018_unidentified_Stolephorus	276
ClaidentTutorial__Sample06__MiFish	040_unidentified_Glyptosterninae	275
ClaidentTutorial__Sample06__MiFish	139_unidentified_Acantopsis	259
ClaidentTutorial__Sample06__MiFish	039_Spratelloides_delicatulus	257
ClaidentTutorial__Sample06__MiFish	149_Gymnomuraena_zebra	256
ClaidentTutorial__Sample06__MiFish	036_unidentified_Tariqilabeo	233
ClaidentTutorial__Sample06__MiFish	063_unidentified_Acheilognathidae	228
ClaidentTutorial__Sample06__MiFish	048_unidentified_Anguilliformes	223
ClaidentTutorial__Sample06__MiFish	009_unidentified_Opsaridium	213
ClaidentTutorial__Sample06__MiFish	051_unidentified_Osteobrama	209
ClaidentTutorial__Sample06__MiFish	024_unidentified_Campylomormyrus	200
ClaidentTutorial__Sample06__MiFish	069_unidentified_Engraulinae	198
ClaidentTutorial__Sample06__MiFish	033_unidentified_Coilinae	190
ClaidentTutorial__Sample06__MiFish	086_Chascanopsetta_lugubris	189
ClaidentTutorial__Sample06__MiFish	206_unidentified_Bunocephalus	187
ClaidentTutorial__Sample06__MiFish	002_Kaupichthys_hyoproroides	185
ClaidentTutorial__Sample06__MiFish	023_unidentified_Gobionellinae	183
ClaidentTutorial__Sample06__MiFish	037_unidentified_Muraeninae	178
ClaidentTutorial__Sample06__MiFish	013_Pterois_miles	174
ClaidentTutorial__Sample06__MiFish	060_unidentified_Plesiops	174
ClaidentTutorial__Sample06__MiFish	047_unidentified_Cottiusculus	170
ClaidentTutorial__Sample06__MiFish	078_Aulorhynchus_flavidus	165
ClaidentTutorial__Sample06__MiFish	020_unidentified_Salminus	164
ClaidentTutorial__Sample06__MiFish	025_unidentified_Chedrinae	157
ClaidentTutorial__Sample06__MiFish	181_Amblychaeturichthys_hexanema	157
ClaidentTutorial__Sample06__MiFish	003_Uranoscopus_cognatus	151
ClaidentTutorial__Sample06__MiFish	108_unidentified_Ecsenius	148
ClaidentTutorial__Sample06__MiFish	056_Coelorinchus_kishinouyei	147
ClaidentTutorial__Sample06__MiFish	035_Odontobutis_platycephala	144
ClaidentTutorial__Sample06__MiFish	202_unidentified_Electrona	142
ClaidentTutorial__Sample06__MiFish	006_Acentrogobius_pflaumii	138
ClaidentTutorial__Sample06__MiFish	019_Triphoturus_mexicanus	137
ClaidentTutorial__Sample06__MiFish	058_unidentified_Cynoglossus	137
ClaidentTutorial__Sample06__MiFish	049_Coreoperca_kawamebari	134
ClaidentTutorial__Sample06__MiFish	104_Embiotoca_jacksoni	131
ClaidentTutorial__Sample06__MiFish	136_unidentified_Chalceus	129
ClaidentTutorial__Sample06__MiFish	213_unidentified_Kneria	126
ClaidentTutorial__Sample06__MiFish	052_Parupeneus_chrysopleuron	123
ClaidentTutorial__Sample06__MiFish	100_unidentified_Helicolenus	122
ClaidentTutorial__Sample06__MiFish	044_unidentified_Bovichtus	116
ClaidentTutorial__Sample06__MiFish	083_unidentified_Gobiesocinae	115
ClaidentTutorial__Sample06__MiFish	062_Pagothenia_borchgrevinki	98
ClaidentTutorial__Sample06__MiFish	007_Rhinichthys_atratulus	48
ClaidentTutorial__Sample06__MiFish	159_Heteromycteris_japonicus	3
ClaidentTutorial__Sample06__MiFish	094_unidentified_Genicanthus	1
ClaidentTutorial__Sample06__MiFish	125_Lactoria_diaphana	1
ClaidentTutorial__Sample07__MiFish	178_unidentified_Acanthurinae	313
ClaidentTutorial__Sample07__MiFish	001_unidentified_Tetraodontidae	312
ClaidentTutorial__Sample07__MiFish	025_unidentified_Chedrinae	292
ClaidentTutorial__Sample07__MiFish	004_unidentified_Eleotris	288
ClaidentTutorial__Sample07__MiFish	084_unidentified_Pictichromis	282
ClaidentTutorial__Sample07__MiFish	072_Trichonotus_elegans	269
ClaidentTutorial__Sample07__MiFish	017_unidentified_Gymnorhamphichthys	261
ClaidentTutorial__Sample07__MiFish	024_unidentified_Campylomormyrus	252
ClaidentTutorial__Sample07__MiFish	104_Embiotoca_jacksoni	252
ClaidentTutorial__Sample07__MiFish	108_unidentified_Ecsenius	245
ClaidentTutorial__Sample07__MiFish	064_Macrorhamphosodes_uradoi	242
ClaidentTutorial__Sample07__MiFish	019_Triphoturus_mexicanus	230
ClaidentTutorial__Sample07__MiFish	086_Chascanopsetta_lugubris	225
ClaidentTutorial__Sample07__MiFish	048_unidentified_Anguilliformes	224
ClaidentTutorial__Sample07__MiFish	139_unidentified_Acantopsis	223
ClaidentTutorial__Sample07__MiFish	052_Parupeneus_chrysopleuron	219
ClaidentTutorial__Sample07__MiFish	018_unidentified_Stolephorus	211
ClaidentTutorial__Sample07__MiFish	007_Rhinichthys_atratulus	207
ClaidentTutorial__Sample07__MiFish	016_unidentified_Rhaphiodontinae	207
ClaidentTutorial__Sample07__MiFish	002_Kaupichthys_hyoproroides	194
ClaidentTutorial__Sample07__MiFish	047_unidentified_Cottiusculus	179
ClaidentTutorial__Sample07__MiFish	006_Acentrogobius_pflaumii	178
ClaidentTutorial__Sample07__MiFish	035_Odontobutis_platycephala	176
ClaidentTutorial__Sample07__MiFish	033_unidentified_Coilinae	174
ClaidentTutorial__Sample07__MiFish	078_Aulorhynchus_flavidus	174
ClaidentTutorial__Sample07__MiFish	005_Squalogadus_modificatus	173
ClaidentTutorial__Sample07__MiFish	009_unidentified_Opsaridium	171
ClaidentTutorial__Sample07__MiFish	100_unidentified_Helicolenus	171
ClaidentTutorial__Sample07__MiFish	013_Pterois_miles	168
ClaidentTutorial__Sample07__MiFish	101_Pempheris_schwenkii	164
ClaidentTutorial__Sample07__MiFish	040_unidentified_Glyptosterninae	160
ClaidentTutorial__Sample07__MiFish	003_Uranoscopus_cognatus	158
ClaidentTutorial__Sample07__MiFish	051_unidentified_Osteobrama	158
ClaidentTutorial__Sample07__MiFish	027_Amia_calva	152
ClaidentTutorial__Sample07__MiFish	037_unidentified_Muraeninae	149
ClaidentTutorial__Sample07__MiFish	058_unidentified_Cynoglossus	147
ClaidentTutorial__Sample07__MiFish	044_unidentified_Bovichtus	142
ClaidentTutorial__Sample07__MiFish	063_unidentified_Acheilognathidae	136
ClaidentTutorial__Sample07__MiFish	056_Coelorinchus_kishinouyei	133
ClaidentTutorial__Sample07__MiFish	069_unidentified_Engraulinae	130
ClaidentTutorial__Sample07__MiFish	062_Pagothenia_borchgrevinki	127
ClaidentTutorial__Sample07__MiFish	136_unidentified_Chalceus	127
ClaidentTutorial__Sample07__MiFish	049_Coreoperca_kawamebari	121
ClaidentTutorial__Sample07__MiFish	039_Spratelloides_delicatulus	119
ClaidentTutorial__Sample07__MiFish	023_unidentified_Gobionellinae	116
ClaidentTutorial__Sample07__MiFish	195_unidentified_Belonidae	116
ClaidentTutorial__Sample07__MiFish	068_unidentified_Canthigaster	101
ClaidentTutorial__Sample07__MiFish	020_unidentified_Salminus	89
ClaidentTutorial__Sample07__MiFish	041_Benthodesmus_tenuis	37
ClaidentTutorial__Sample07__MiFish	015_Doryichthys_boaja	3
ClaidentTutorial__Sample07__MiFish	077_unidentified_Microdevario	3
ClaidentTutorial__Sample07__MiFish	090_unidentified_Channa	3
ClaidentTutorial__Sample07__MiFish	029_unidentified_Branchiostegus	2
ClaidentTutorial__Sample07__MiFish	096_Parachaenichthys_charcoti	2
ClaidentTutorial__Sample07__MiFish	036_unidentified_Tariqilabeo	1
ClaidentTutorial__Sample08__MiFish	001_unidentified_Tetraodontidae	458
ClaidentTutorial__Sample08__MiFish	054_Variola_albimarginata	334
ClaidentTutorial__Sample08__MiFish	024_unidentified_Campylomormyrus	270
ClaidentTutorial__Sample08__MiFish	059_Stolephorus_commersonnii	270
ClaidentTutorial__Sample08__MiFish	015_Doryichthys_boaja	254
ClaidentTutorial__Sample08__MiFish	069_unidentified_Engraulinae	251
ClaidentTutorial__Sample08__MiFish	029_unidentified_Branchiostegus	248
ClaidentTutorial__Sample08__MiFish	062_Pagothenia_borchgrevinki	247
ClaidentTutorial__Sample08__MiFish	108_unidentified_Ecsenius	241
ClaidentTutorial__Sample08__MiFish	025_unidentified_Chedrinae	234
ClaidentTutorial__Sample08__MiFish	154_Lepidocephalichthys_guntea	232
ClaidentTutorial__Sample08__MiFish	007_Rhinichthys_atratulus	228
ClaidentTutorial__Sample08__MiFish	084_unidentified_Pictichromis	220
