samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211	otu_212	otu_213	otu_214	otu_215	otu_216	otu_217	otu_218	otu_219	otu_220	otu_221	otu_222	otu_223	otu_224	otu_225	otu_226	otu_227	otu_228	otu_229	otu_230	otu_231	otu_232	otu_233	otu_234	otu_235	otu_236	otu_237	otu_238	otu_239	otu_240	otu_241
ClaidentTutorial__Sample11__MiFish	76	90	66	74	118	61	83	92	73	69	56	57	87	94	109	0	110	0	94	0	97	0	0	133	103	0	110	74	67	0	0	0	0	0	0	0	53	51	0	148	0	0	0	77	0	81	0	0	0	0	1	123	0	0	0	0	109	0	0	0	0	67	0	0	104	59	0	0	0	67	0	0	0	0	0	60	2	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	85	0	0	0	68	0	88	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	64	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	87	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample12__MiFish	151	215	150	214	160	131	244	195	185	220	150	122	170	221	254	0	0	0	153	43	159	0	0	183	196	0	121	251	167	0	0	0	0	0	325	0	162	119	0	179	0	0	403	151	2	108	0	0	0	1	0	159	0	0	0	0	141	0	0	0	1	0	241	0	192	227	4	0	0	0	0	0	0	0	0	3	0	0	0	119	0	0	0	0	0	121	285	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	169	208	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	100	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	202	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	2	0	0	0	0	0	0	214	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample13__MiFish	56	66	52	71	61	54	56	76	41	77	65	78	63	24	65	0	0	0	0	61	50	0	0	55	41	18	57	59	40	0	37	0	0	0	73	0	52	42	0	45	0	2	53	46	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	76	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	46	0	0	0	0	53	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	34	0	0	0	0	0	0	0	40	0	80	0	0	0	0	0	59	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample14__MiFish	87	85	66	51	75	0	73	85	55	81	63	56	72	61	48	0	0	0	0	59	0	0	0	64	93	69	88	36	60	0	69	0	0	0	95	0	0	100	87	78	0	2	73	92	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	72	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	77	0	88	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	1	0	0	0	61	0	0	76	0	0	101	0	0	0	0	93	0	0	0	0	0	0	0	130	0	0	0	0	0	0	66	0	81	0	0	0	0	0	0	0	86	0	65	0	0	0	0	0	0	0	0	0	1	0	0	82	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	23	0	0	0
ClaidentTutorial__Sample15__MiFish	13	10	9	14	11	0	20	23	9	13	16	7	0	10	14	0	0	0	0	15	0	0	0	7	0	13	0	10	11	0	21	0	0	0	15	0	0	27	14	21	0	24	16	9	0	9	0	19	0	0	0	0	17	0	23	0	0	0	18	0	0	0	11	20	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	13	0	13	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	19	0	0	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample16__MiFish	23	14	6	17	12	0	16	15	0	14	14	8	0	15	0	0	0	0	0	14	0	0	0	19	0	10	0	12	7	0	23	0	0	0	14	0	0	0	21	15	0	13	11	17	0	11	0	8	34	0	0	0	18	0	10	0	0	0	15	0	0	0	13	23	0	0	0	22	0	0	0	0	0	19	0	0	0	7	15	12	13	14	0	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	15	20	0	0	0	0	0	0	0	0	0	4	0	21	0	0	0	0	17	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ClaidentTutorial__Sample17__MiFish	20	22	10	14	25	0	27	32	0	31	19	17	0	0	0	0	0	0	0	32	0	0	0	21	0	19	0	10	0	0	20	0	0	0	17	0	0	0	15	0	0	30	13	0	0	0	0	20	25	0	0	0	16	0	22	0	0	0	6	0	0	0	0	25	0	0	0	18	0	0	0	0	0	12	0	0	0	13	16	0	12	17	0	0	0	0	0	0	10	0	0	40	0	23	0	20	0	0	0	36	0	0	0	0	0	0	13	0	16	6	0	14	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	8	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample18__MiFish	113	52	55	0	41	0	91	60	0	0	117	75	0	0	0	0	0	0	0	71	0	0	0	56	0	122	0	0	0	0	30	0	0	0	0	0	0	0	85	0	0	69	0	0	0	0	0	108	71	0	0	0	75	0	99	0	0	0	58	0	0	0	0	0	0	0	0	124	0	0	0	0	0	89	0	0	0	72	82	0	61	73	0	0	0	0	128	0	49	0	0	78	0	108	0	92	0	0	0	49	0	0	0	105	0	0	87	0	0	55	0	59	123	98	121	0	100	0	0	74	0	0	0	0	0	111	0	0	0	0	60	122	65	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	144	0	50	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample19__MiFish	0	0	18	0	20	0	0	8	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	17	0	0	15	0	0	0	0	0	13	13	0	0	0	9	0	7	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	13	22	0	24	0	0	0	0	0	0	0	13	0	0	12	0	17	0	12	0	0	0	6	0	0	0	15	0	0	0	0	0	16	0	8	20	22	12	0	10	0	0	12	0	0	0	0	0	16	0	0	0	0	0	14	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	10	0	0	0	0	0	0	11	16	0	0	0	26	8	0	0	0	30	0	20	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ClaidentTutorial__Sample20__MiFish	0	0	12	0	18	0	0	17	0	0	11	0	0	0	0	0	0	0	0	24	0	0	0	0	0	21	0	0	0	0	17	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	12	13	0	0	0	15	0	9	0	0	0	13	0	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	0	18	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	24	0	0	0	22	0	0	0	0	0	0	0	12	10	20	16	0	16	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	10	14	0	0	0	0	22	0	0	0	16	0	0	0	0	0	25	0	0	0	0	21	0	22	0	0	0	0	0	39	0	0	0	0	0	0	0	14	19	0	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	0	10	0	0	0	1	0	0
