samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211	otu_212	otu_213	otu_214	otu_215	otu_216	otu_217	otu_218	otu_219	otu_220	otu_221	otu_222	otu_223	otu_224	otu_225	otu_226	otu_227	otu_228	otu_229	otu_230	otu_231	otu_232	otu_233	otu_234	otu_235	otu_236	otu_237	otu_238	otu_239	otu_240
ClaidentTutorial__Sample11__MiFish	172	231	129	201	253	159	227	143	231	153	129	133	73	196	209	245	0	293	0	211	218	0	0	0	285	0	255	231	151	153	0	0	0	0	0	119	0	0	0	140	329	0	0	186	0	195	0	0	0	2	0	0	271	0	0	0	0	0	0	252	0	0	160	169	0	0	0	232	0	0	154	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	225	0	0	138	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	140	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	177	0	214	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample12__MiFish	162	232	160	234	166	154	263	203	211	241	130	162	307	187	239	273	0	0	0	173	169	0	0	0	187	0	131	206	182	274	0	0	0	1	0	179	361	0	0	123	196	0	0	169	0	112	411	0	0	0	0	0	172	0	0	0	0	2	0	160	0	0	0	249	261	4	0	210	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	243	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	280	222	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	213	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	229	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample13__MiFish	198	246	214	242	208	154	211	139	273	219	250	170	148	218	115	215	0	0	0	0	200	194	0	0	191	67	246	140	143	199	0	145	0	0	0	201	255	0	0	139	144	0	0	163	0	150	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	249	223	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	189	0	157	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	142	0	0	0	0	0	346	149	0	0	0	0	299	0	0	0	0	0	199	0	0	0	0	2	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample14__MiFish	238	214	160	132	228	0	199	141	268	225	163	191	197	181	156	155	0	0	0	0	0	138	0	0	164	185	228	254	167	108	0	186	0	0	0	0	235	0	242	218	223	0	0	209	0	207	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	162	0	0	0	0	0	0	0	0	196	205	0	0	0	257	0	0	0	139	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	157	0	0	4	0	0	300	0	0	0	217	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	334	0	0	0	0	202	0	0	0	0	0	156	241	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	73	0	0
ClaidentTutorial__Sample15__MiFish	178	206	176	163	214	0	242	89	211	218	192	200	196	0	200	235	0	0	0	0	0	226	0	0	171	256	0	0	183	126	0	277	0	0	0	0	243	0	169	211	248	0	271	176	0	138	197	0	285	0	0	271	0	0	0	0	0	0	262	0	307	0	0	0	167	0	0	0	190	0	0	0	98	0	0	0	0	141	205	0	0	0	133	0	0	0	154	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	219	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	216	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	41	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample16__MiFish	260	199	142	153	247	0	254	0	183	169	147	159	263	0	209	0	0	0	0	0	0	184	0	0	282	148	0	0	149	140	0	177	0	0	0	0	165	0	183	0	202	0	174	161	0	182	118	0	140	0	421	219	0	0	0	0	0	0	139	0	216	0	0	0	245	0	286	0	244	0	0	0	198	0	0	0	0	219	187	167	0	154	202	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	204	0	261	0	0	0	0	0	0	50	226	0	0	0	0	0	0	0	0	0	169	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
ClaidentTutorial__Sample17__MiFish	167	236	121	184	192	0	259	0	229	315	226	130	237	0	4	0	0	0	0	0	0	294	0	0	179	217	0	0	0	138	0	255	0	0	0	0	180	0	165	0	0	0	287	0	0	0	176	0	153	0	282	180	0	0	0	0	0	0	210	0	85	0	0	0	0	0	196	0	218	0	0	0	169	0	0	0	0	119	0	209	0	117	157	0	0	0	0	0	0	146	0	399	243	0	0	132	0	0	0	0	305	0	0	0	0	207	0	151	0	101	0	0	0	0	243	0	120	0	0	0	117	0	0	0	0	0	0	0	0	0	121	173	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	51	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample18__MiFish	245	146	133	0	94	0	220	0	146	0	150	280	304	0	0	0	0	0	0	0	0	183	0	0	154	314	0	0	0	0	0	115	0	0	0	0	0	0	204	0	0	0	173	0	0	0	0	0	263	0	152	179	0	0	0	0	0	0	224	0	137	0	0	0	0	0	281	0	0	0	0	0	180	0	0	0	0	155	0	189	0	179	160	0	0	0	0	0	0	109	0	200	255	0	0	226	0	0	0	0	113	0	0	0	245	236	0	0	0	127	257	0	0	288	119	0	194	0	217	0	243	0	0	0	238	0	0	0	0	0	285	144	168	0	0	0	0	0	0	0	0	0	3	0	0	164	0	0	0	0	143	349	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample19__MiFish	0	0	198	0	200	0	0	0	170	0	0	180	230	0	0	0	0	0	0	0	0	251	0	0	0	171	0	0	0	0	0	188	0	0	0	0	0	0	237	0	0	0	220	0	0	0	0	0	188	0	204	159	0	0	0	0	0	0	154	0	176	0	0	1	0	0	109	0	0	0	0	0	162	0	0	0	0	125	0	215	0	238	0	0	0	0	0	0	0	209	0	215	307	0	0	202	0	0	0	0	114	0	0	0	202	0	0	0	0	209	233	3	0	165	113	0	121	0	231	0	122	0	0	0	235	0	0	0	0	0	192	0	159	377	0	0	0	0	0	0	0	0	0	0	0	0	0	318	1	0	176	144	0	0	0	222	0	0	0	0	0	0	0	260	0	227	0	0	137	399	0	0	0	0	237	0	251	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
ClaidentTutorial__Sample20__MiFish	0	0	127	0	253	0	0	0	210	0	0	121	102	0	0	0	0	0	0	0	0	209	0	0	0	255	0	0	0	0	0	204	0	0	0	0	0	0	173	0	0	0	193	0	0	0	0	0	178	0	136	178	0	0	0	0	0	0	148	0	209	0	0	0	0	0	190	0	0	0	0	0	176	0	0	0	0	0	0	150	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	217	0	0	0	284	0	0	0	0	0	192	0	0	227	195	0	180	0	215	0	172	0	0	0	167	0	0	0	0	0	0	0	257	199	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	125	0	0	0	0	192	0	0	0	0	0	0	0	173	0	191	0	0	268	0	0	0	0	0	149	0	0	0	0	0	253	0	0	0	340	335	0	0	0	0	0	324	0	0	0	0	0	300	150	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	117	0	0	103	0	0	50	0
