samplename	species	nreads
ClaidentTutorial__Sample03__MiFish	07_Paraconger_notialis	243
ClaidentTutorial__Sample03__MiFish	09_unidentified_Osteoglossiformes	249
ClaidentTutorial__Sample03__MiFish	11_Pagellus_bogaraveo	241
ClaidentTutorial__Sample03__MiFish	12_unidentified_Onychostoma	248
ClaidentTutorial__Sample03__MiFish	17_Cynoglossus_abbreviatus	247
ClaidentTutorial__Sample03__MiFish	19_unidentified_Hyporhamphus	245
ClaidentTutorial__Sample03__MiFish	20_unidentified_Homatula	247
ClaidentTutorial__Sample03__MiFish	22_unidentified_Oreochromini	248
ClaidentTutorial__Sample03__MiFish	23_unidentified_Sphyraena	246
ClaidentTutorial__Sample03__MiFish	26_Amblydoras_gonzalezi	250
ClaidentTutorial__Sample03__MiFish	28_unidentified_Channa	246
ClaidentTutorial__Sample03__MiFish	30_unidentified_Facciolella	247
ClaidentTutorial__Sample03__MiFish	31_Acanthocepola_krusensternii	246
ClaidentTutorial__Sample03__MiFish	39_unidentified_Pampus	251
ClaidentTutorial__Sample03__MiFish	43_Cephalopholis_argus	245
ClaidentTutorial__Sample03__MiFish	45_unidentified_Chaetobranchopsis	247
ClaidentTutorial__Sample03__MiFish	51_others	7153
ClaidentTutorial__Sample04__MiFish	01_unidentified_Gastromyzontidae	245
ClaidentTutorial__Sample04__MiFish	02_Canthophrys_gongota	247
ClaidentTutorial__Sample04__MiFish	03_Sardina_pilchardus	247
ClaidentTutorial__Sample04__MiFish	04_Jaydia_lineata	252
ClaidentTutorial__Sample04__MiFish	05_unidentified_Amblyopinae	247
ClaidentTutorial__Sample04__MiFish	06_unidentified_Symphysodon	249
ClaidentTutorial__Sample04__MiFish	07_Paraconger_notialis	247
ClaidentTutorial__Sample04__MiFish	09_unidentified_Osteoglossiformes	249
ClaidentTutorial__Sample04__MiFish	11_Pagellus_bogaraveo	248
ClaidentTutorial__Sample04__MiFish	12_unidentified_Onychostoma	249
ClaidentTutorial__Sample04__MiFish	18_unidentified_Heniochus	250
ClaidentTutorial__Sample04__MiFish	19_unidentified_Hyporhamphus	248
ClaidentTutorial__Sample04__MiFish	20_unidentified_Homatula	246
ClaidentTutorial__Sample04__MiFish	22_unidentified_Oreochromini	247
ClaidentTutorial__Sample04__MiFish	23_unidentified_Sphyraena	248
ClaidentTutorial__Sample04__MiFish	26_Amblydoras_gonzalezi	249
ClaidentTutorial__Sample04__MiFish	30_unidentified_Facciolella	246
ClaidentTutorial__Sample04__MiFish	31_Acanthocepola_krusensternii	250
ClaidentTutorial__Sample04__MiFish	39_unidentified_Pampus	249
ClaidentTutorial__Sample04__MiFish	43_Cephalopholis_argus	246
ClaidentTutorial__Sample04__MiFish	45_unidentified_Chaetobranchopsis	244
ClaidentTutorial__Sample04__MiFish	51_others	7139
ClaidentTutorial__Sample05__MiFish	01_unidentified_Gastromyzontidae	247
ClaidentTutorial__Sample05__MiFish	02_Canthophrys_gongota	249
ClaidentTutorial__Sample05__MiFish	03_Sardina_pilchardus	246
ClaidentTutorial__Sample05__MiFish	04_Jaydia_lineata	250
ClaidentTutorial__Sample05__MiFish	05_unidentified_Amblyopinae	249
ClaidentTutorial__Sample05__MiFish	06_unidentified_Symphysodon	248
ClaidentTutorial__Sample05__MiFish	07_Paraconger_notialis	254
ClaidentTutorial__Sample05__MiFish	09_unidentified_Osteoglossiformes	242
ClaidentTutorial__Sample05__MiFish	10_Acanthaphritis_unoorum	248
ClaidentTutorial__Sample05__MiFish	11_Pagellus_bogaraveo	248
ClaidentTutorial__Sample05__MiFish	12_unidentified_Onychostoma	249
ClaidentTutorial__Sample05__MiFish	13_Diplacanthopoma_brachysoma	247
ClaidentTutorial__Sample05__MiFish	16_Ponticola_kessleri	247
ClaidentTutorial__Sample05__MiFish	18_unidentified_Heniochus	249
ClaidentTutorial__Sample05__MiFish	19_unidentified_Hyporhamphus	249
ClaidentTutorial__Sample05__MiFish	20_unidentified_Homatula	247
ClaidentTutorial__Sample05__MiFish	22_unidentified_Oreochromini	248
ClaidentTutorial__Sample05__MiFish	23_unidentified_Sphyraena	248
ClaidentTutorial__Sample05__MiFish	26_Amblydoras_gonzalezi	246
ClaidentTutorial__Sample05__MiFish	30_unidentified_Facciolella	249
ClaidentTutorial__Sample05__MiFish	31_Acanthocepola_krusensternii	245
ClaidentTutorial__Sample05__MiFish	33_Solea_senegalensis	248
ClaidentTutorial__Sample05__MiFish	39_unidentified_Pampus	241
ClaidentTutorial__Sample05__MiFish	42_Acestrorhynchus_sp._NM-2010	245
ClaidentTutorial__Sample05__MiFish	43_Cephalopholis_argus	248
ClaidentTutorial__Sample05__MiFish	45_unidentified_Chaetobranchopsis	246
ClaidentTutorial__Sample05__MiFish	51_others	5904
ClaidentTutorial__Sample06__MiFish	01_unidentified_Gastromyzontidae	248
ClaidentTutorial__Sample06__MiFish	02_Canthophrys_gongota	248
ClaidentTutorial__Sample06__MiFish	03_Sardina_pilchardus	247
ClaidentTutorial__Sample06__MiFish	04_Jaydia_lineata	248
ClaidentTutorial__Sample06__MiFish	05_unidentified_Amblyopinae	250
ClaidentTutorial__Sample06__MiFish	06_unidentified_Symphysodon	252
ClaidentTutorial__Sample06__MiFish	07_Paraconger_notialis	252
ClaidentTutorial__Sample06__MiFish	09_unidentified_Osteoglossiformes	247
ClaidentTutorial__Sample06__MiFish	10_Acanthaphritis_unoorum	243
ClaidentTutorial__Sample06__MiFish	11_Pagellus_bogaraveo	252
ClaidentTutorial__Sample06__MiFish	12_unidentified_Onychostoma	245
ClaidentTutorial__Sample06__MiFish	13_Diplacanthopoma_brachysoma	249
ClaidentTutorial__Sample06__MiFish	15_Megalops_atlanticus	246
ClaidentTutorial__Sample06__MiFish	16_Ponticola_kessleri	244
ClaidentTutorial__Sample06__MiFish	18_unidentified_Heniochus	247
ClaidentTutorial__Sample06__MiFish	19_unidentified_Hyporhamphus	249
ClaidentTutorial__Sample06__MiFish	20_unidentified_Homatula	249
ClaidentTutorial__Sample06__MiFish	22_unidentified_Oreochromini	246
ClaidentTutorial__Sample06__MiFish	23_unidentified_Sphyraena	247
ClaidentTutorial__Sample06__MiFish	26_Amblydoras_gonzalezi	248
ClaidentTutorial__Sample06__MiFish	30_unidentified_Facciolella	250
ClaidentTutorial__Sample06__MiFish	31_Acanthocepola_krusensternii	242
ClaidentTutorial__Sample06__MiFish	33_Solea_senegalensis	247
ClaidentTutorial__Sample06__MiFish	39_unidentified_Pampus	247
ClaidentTutorial__Sample06__MiFish	42_Acestrorhynchus_sp._NM-2010	247
ClaidentTutorial__Sample06__MiFish	43_Cephalopholis_argus	247
ClaidentTutorial__Sample06__MiFish	44_unidentified_Mastacembelidae	244
ClaidentTutorial__Sample06__MiFish	45_unidentified_Chaetobranchopsis	247
ClaidentTutorial__Sample06__MiFish	51_others	5419
ClaidentTutorial__Sample07__MiFish	01_unidentified_Gastromyzontidae	248
ClaidentTutorial__Sample07__MiFish	02_Canthophrys_gongota	249
ClaidentTutorial__Sample07__MiFish	03_Sardina_pilchardus	247
ClaidentTutorial__Sample07__MiFish	04_Jaydia_lineata	247
ClaidentTutorial__Sample07__MiFish	05_unidentified_Amblyopinae	248
ClaidentTutorial__Sample07__MiFish	06_unidentified_Symphysodon	250
ClaidentTutorial__Sample07__MiFish	07_Paraconger_notialis	247
ClaidentTutorial__Sample07__MiFish	08_Odontobutis_haifengensis	248
ClaidentTutorial__Sample07__MiFish	09_unidentified_Osteoglossiformes	246
ClaidentTutorial__Sample07__MiFish	10_Acanthaphritis_unoorum	244
ClaidentTutorial__Sample07__MiFish	11_Pagellus_bogaraveo	249
ClaidentTutorial__Sample07__MiFish	12_unidentified_Onychostoma	247
ClaidentTutorial__Sample07__MiFish	13_Diplacanthopoma_brachysoma	248
ClaidentTutorial__Sample07__MiFish	14_Eumegistus_illustris	249
ClaidentTutorial__Sample07__MiFish	15_Megalops_atlanticus	247
ClaidentTutorial__Sample07__MiFish	16_Ponticola_kessleri	250
ClaidentTutorial__Sample07__MiFish	17_Cynoglossus_abbreviatus	249
ClaidentTutorial__Sample07__MiFish	18_unidentified_Heniochus	250
ClaidentTutorial__Sample07__MiFish	19_unidentified_Hyporhamphus	249
ClaidentTutorial__Sample07__MiFish	20_unidentified_Homatula	247
ClaidentTutorial__Sample07__MiFish	22_unidentified_Oreochromini	246
ClaidentTutorial__Sample07__MiFish	23_unidentified_Sphyraena	252
ClaidentTutorial__Sample07__MiFish	26_Amblydoras_gonzalezi	243
ClaidentTutorial__Sample07__MiFish	30_unidentified_Facciolella	249
ClaidentTutorial__Sample07__MiFish	33_Solea_senegalensis	246
ClaidentTutorial__Sample07__MiFish	39_unidentified_Pampus	246
ClaidentTutorial__Sample07__MiFish	42_Acestrorhynchus_sp._NM-2010	248
ClaidentTutorial__Sample07__MiFish	43_Cephalopholis_argus	244
ClaidentTutorial__Sample07__MiFish	44_unidentified_Mastacembelidae	245
ClaidentTutorial__Sample07__MiFish	45_unidentified_Chaetobranchopsis	245
ClaidentTutorial__Sample07__MiFish	51_others	4919
ClaidentTutorial__Sample08__MiFish	01_unidentified_Gastromyzontidae	247
ClaidentTutorial__Sample08__MiFish	02_Canthophrys_gongota	245
ClaidentTutorial__Sample08__MiFish	03_Sardina_pilchardus	249
ClaidentTutorial__Sample08__MiFish	04_Jaydia_lineata	246
ClaidentTutorial__Sample08__MiFish	05_unidentified_Amblyopinae	245
ClaidentTutorial__Sample08__MiFish	06_unidentified_Symphysodon	249
ClaidentTutorial__Sample08__MiFish	07_Paraconger_notialis	246
ClaidentTutorial__Sample08__MiFish	08_Odontobutis_haifengensis	245
ClaidentTutorial__Sample08__MiFish	09_unidentified_Osteoglossiformes	244
ClaidentTutorial__Sample08__MiFish	10_Acanthaphritis_unoorum	242
ClaidentTutorial__Sample08__MiFish	11_Pagellus_bogaraveo	246
ClaidentTutorial__Sample08__MiFish	12_unidentified_Onychostoma	250
ClaidentTutorial__Sample08__MiFish	13_Diplacanthopoma_brachysoma	248
ClaidentTutorial__Sample08__MiFish	14_Eumegistus_illustris	250
ClaidentTutorial__Sample08__MiFish	15_Megalops_atlanticus	244
ClaidentTutorial__Sample08__MiFish	16_Ponticola_kessleri	243
ClaidentTutorial__Sample08__MiFish	17_Cynoglossus_abbreviatus	254
ClaidentTutorial__Sample08__MiFish	18_unidentified_Heniochus	245
ClaidentTutorial__Sample08__MiFish	20_unidentified_Homatula	248
ClaidentTutorial__Sample08__MiFish	22_unidentified_Oreochromini	248
ClaidentTutorial__Sample08__MiFish	23_unidentified_Sphyraena	247
ClaidentTutorial__Sample08__MiFish	26_Amblydoras_gonzalezi	246
ClaidentTutorial__Sample08__MiFish	30_unidentified_Facciolella	247
ClaidentTutorial__Sample08__MiFish	33_Solea_senegalensis	246
ClaidentTutorial__Sample08__MiFish	36_Etheostoma_trisella	248
ClaidentTutorial__Sample08__MiFish	37_Eleutheronema_tetradactylum	246
ClaidentTutorial__Sample08__MiFish	39_unidentified_Pampus	247
ClaidentTutorial__Sample08__MiFish	42_Acestrorhynchus_sp._NM-2010	243
ClaidentTutorial__Sample08__MiFish	44_unidentified_Mastacembelidae	248
ClaidentTutorial__Sample08__MiFish	51_others	5163
ClaidentTutorial__Sample09__MiFish	01_unidentified_Gastromyzontidae	248
ClaidentTutorial__Sample09__MiFish	02_Canthophrys_gongota	250
ClaidentTutorial__Sample09__MiFish	03_Sardina_pilchardus	247
ClaidentTutorial__Sample09__MiFish	04_Jaydia_lineata	250
ClaidentTutorial__Sample09__MiFish	05_unidentified_Amblyopinae	245
ClaidentTutorial__Sample09__MiFish	06_unidentified_Symphysodon	246
ClaidentTutorial__Sample09__MiFish	07_Paraconger_notialis	246
ClaidentTutorial__Sample09__MiFish	08_Odontobutis_haifengensis	247
ClaidentTutorial__Sample09__MiFish	09_unidentified_Osteoglossiformes	249
ClaidentTutorial__Sample09__MiFish	10_Acanthaphritis_unoorum	249
ClaidentTutorial__Sample09__MiFish	11_Pagellus_bogaraveo	251
ClaidentTutorial__Sample09__MiFish	12_unidentified_Onychostoma	245
ClaidentTutorial__Sample09__MiFish	13_Diplacanthopoma_brachysoma	247
ClaidentTutorial__Sample09__MiFish	14_Eumegistus_illustris	247
ClaidentTutorial__Sample09__MiFish	15_Megalops_atlanticus	247
ClaidentTutorial__Sample09__MiFish	16_Ponticola_kessleri	247
ClaidentTutorial__Sample09__MiFish	17_Cynoglossus_abbreviatus	245
ClaidentTutorial__Sample09__MiFish	18_unidentified_Heniochus	248
ClaidentTutorial__Sample09__MiFish	20_unidentified_Homatula	245
ClaidentTutorial__Sample09__MiFish	22_unidentified_Oreochromini	247
ClaidentTutorial__Sample09__MiFish	23_unidentified_Sphyraena	245
ClaidentTutorial__Sample09__MiFish	25_Polyacanthonotus_rissoanus	246
ClaidentTutorial__Sample09__MiFish	26_Amblydoras_gonzalezi	250
ClaidentTutorial__Sample09__MiFish	28_unidentified_Channa	249
ClaidentTutorial__Sample09__MiFish	30_unidentified_Facciolella	244
ClaidentTutorial__Sample09__MiFish	33_Solea_senegalensis	244
ClaidentTutorial__Sample09__MiFish	36_Etheostoma_trisella	251
ClaidentTutorial__Sample09__MiFish	37_Eleutheronema_tetradactylum	249
ClaidentTutorial__Sample09__MiFish	39_unidentified_Pampus	246
ClaidentTutorial__Sample09__MiFish	42_Acestrorhynchus_sp._NM-2010	250
ClaidentTutorial__Sample09__MiFish	44_unidentified_Mastacembelidae	246
ClaidentTutorial__Sample09__MiFish	47_Latimeria_chalumnae	245
ClaidentTutorial__Sample09__MiFish	51_others	4419
ClaidentTutorial__Sample10__MiFish	01_unidentified_Gastromyzontidae	251
ClaidentTutorial__Sample10__MiFish	02_Canthophrys_gongota	246
ClaidentTutorial__Sample10__MiFish	03_Sardina_pilchardus	249
ClaidentTutorial__Sample10__MiFish	04_Jaydia_lineata	242
ClaidentTutorial__Sample10__MiFish	05_unidentified_Amblyopinae	248
ClaidentTutorial__Sample10__MiFish	06_unidentified_Symphysodon	247
ClaidentTutorial__Sample10__MiFish	07_Paraconger_notialis	249
ClaidentTutorial__Sample10__MiFish	08_Odontobutis_haifengensis	246
ClaidentTutorial__Sample10__MiFish	09_unidentified_Osteoglossiformes	238
ClaidentTutorial__Sample10__MiFish	10_Acanthaphritis_unoorum	243
ClaidentTutorial__Sample10__MiFish	11_Pagellus_bogaraveo	247
ClaidentTutorial__Sample10__MiFish	12_unidentified_Onychostoma	249
ClaidentTutorial__Sample10__MiFish	13_Diplacanthopoma_brachysoma	248
ClaidentTutorial__Sample10__MiFish	14_Eumegistus_illustris	244
ClaidentTutorial__Sample10__MiFish	15_Megalops_atlanticus	247
ClaidentTutorial__Sample10__MiFish	16_Ponticola_kessleri	247
ClaidentTutorial__Sample10__MiFish	17_Cynoglossus_abbreviatus	246
ClaidentTutorial__Sample10__MiFish	18_unidentified_Heniochus	252
ClaidentTutorial__Sample10__MiFish	19_unidentified_Hyporhamphus	246
ClaidentTutorial__Sample10__MiFish	20_unidentified_Homatula	246
ClaidentTutorial__Sample10__MiFish	21_Scolopsis_ciliata	242
ClaidentTutorial__Sample10__MiFish	22_unidentified_Oreochromini	248
ClaidentTutorial__Sample10__MiFish	23_unidentified_Sphyraena	245
ClaidentTutorial__Sample10__MiFish	25_Polyacanthonotus_rissoanus	248
ClaidentTutorial__Sample10__MiFish	28_unidentified_Channa	246
ClaidentTutorial__Sample10__MiFish	33_Solea_senegalensis	248
ClaidentTutorial__Sample10__MiFish	36_Etheostoma_trisella	243
ClaidentTutorial__Sample10__MiFish	37_Eleutheronema_tetradactylum	246
ClaidentTutorial__Sample10__MiFish	42_Acestrorhynchus_sp._NM-2010	247
ClaidentTutorial__Sample10__MiFish	44_unidentified_Mastacembelidae	247
ClaidentTutorial__Sample10__MiFish	47_Latimeria_chalumnae	247
ClaidentTutorial__Sample10__MiFish	48_Bolbometopon_muricatum	242
ClaidentTutorial__Sample10__MiFish	51_others	4425
ClaidentTutorial__Sample11__MiFish	01_unidentified_Gastromyzontidae	246
ClaidentTutorial__Sample11__MiFish	02_Canthophrys_gongota	246
ClaidentTutorial__Sample11__MiFish	03_Sardina_pilchardus	251
ClaidentTutorial__Sample11__MiFish	04_Jaydia_lineata	240
ClaidentTutorial__Sample11__MiFish	05_unidentified_Amblyopinae	244
ClaidentTutorial__Sample11__MiFish	06_unidentified_Symphysodon	247
ClaidentTutorial__Sample11__MiFish	07_Paraconger_notialis	244
ClaidentTutorial__Sample11__MiFish	08_Odontobutis_haifengensis	244
ClaidentTutorial__Sample11__MiFish	09_unidentified_Osteoglossiformes	249
ClaidentTutorial__Sample11__MiFish	10_Acanthaphritis_unoorum	246
ClaidentTutorial__Sample11__MiFish	11_Pagellus_bogaraveo	247
ClaidentTutorial__Sample11__MiFish	12_unidentified_Onychostoma	246
ClaidentTutorial__Sample11__MiFish	13_Diplacanthopoma_brachysoma	250
ClaidentTutorial__Sample11__MiFish	14_Eumegistus_illustris	250
ClaidentTutorial__Sample11__MiFish	15_Megalops_atlanticus	247
ClaidentTutorial__Sample11__MiFish	16_Ponticola_kessleri	243
ClaidentTutorial__Sample11__MiFish	17_Cynoglossus_abbreviatus	242
ClaidentTutorial__Sample11__MiFish	18_unidentified_Heniochus	246
ClaidentTutorial__Sample11__MiFish	19_unidentified_Hyporhamphus	249
ClaidentTutorial__Sample11__MiFish	20_unidentified_Homatula	246
ClaidentTutorial__Sample11__MiFish	23_unidentified_Sphyraena	246
ClaidentTutorial__Sample11__MiFish	24_Pristipomoides_multidens	242
ClaidentTutorial__Sample11__MiFish	25_Polyacanthonotus_rissoanus	245
ClaidentTutorial__Sample11__MiFish	28_unidentified_Channa	246
ClaidentTutorial__Sample11__MiFish	32_Dallia_pectoralis	246
ClaidentTutorial__Sample11__MiFish	33_Solea_senegalensis	245
ClaidentTutorial__Sample11__MiFish	37_Eleutheronema_tetradactylum	248
ClaidentTutorial__Sample11__MiFish	42_Acestrorhynchus_sp._NM-2010	249
ClaidentTutorial__Sample11__MiFish	44_unidentified_Mastacembelidae	246
ClaidentTutorial__Sample11__MiFish	47_Latimeria_chalumnae	246
ClaidentTutorial__Sample11__MiFish	51_others	4917
ClaidentTutorial__Sample12__MiFish	01_unidentified_Gastromyzontidae	249
ClaidentTutorial__Sample12__MiFish	02_Canthophrys_gongota	251
ClaidentTutorial__Sample12__MiFish	03_Sardina_pilchardus	248
ClaidentTutorial__Sample12__MiFish	04_Jaydia_lineata	247
ClaidentTutorial__Sample12__MiFish	05_unidentified_Amblyopinae	249
ClaidentTutorial__Sample12__MiFish	06_unidentified_Symphysodon	245
ClaidentTutorial__Sample12__MiFish	07_Paraconger_notialis	242
ClaidentTutorial__Sample12__MiFish	08_Odontobutis_haifengensis	247
ClaidentTutorial__Sample12__MiFish	09_unidentified_Osteoglossiformes	251
ClaidentTutorial__Sample12__MiFish	10_Acanthaphritis_unoorum	255
ClaidentTutorial__Sample12__MiFish	11_Pagellus_bogaraveo	248
ClaidentTutorial__Sample12__MiFish	12_unidentified_Onychostoma	248
ClaidentTutorial__Sample12__MiFish	13_Diplacanthopoma_brachysoma	241
ClaidentTutorial__Sample12__MiFish	14_Eumegistus_illustris	245
ClaidentTutorial__Sample12__MiFish	16_Ponticola_kessleri	250
ClaidentTutorial__Sample12__MiFish	17_Cynoglossus_abbreviatus	244
ClaidentTutorial__Sample12__MiFish	18_unidentified_Heniochus	246
ClaidentTutorial__Sample12__MiFish	19_unidentified_Hyporhamphus	247
ClaidentTutorial__Sample12__MiFish	23_unidentified_Sphyraena	248
ClaidentTutorial__Sample12__MiFish	24_Pristipomoides_multidens	244
ClaidentTutorial__Sample12__MiFish	25_Polyacanthonotus_rissoanus	248
ClaidentTutorial__Sample12__MiFish	27_Rastrelliger_brachysoma	248
ClaidentTutorial__Sample12__MiFish	28_unidentified_Channa	250
ClaidentTutorial__Sample12__MiFish	29_Micropterus_dolomieu	244
ClaidentTutorial__Sample12__MiFish	32_Dallia_pectoralis	244
ClaidentTutorial__Sample12__MiFish	33_Solea_senegalensis	245
ClaidentTutorial__Sample12__MiFish	37_Eleutheronema_tetradactylum	246
ClaidentTutorial__Sample12__MiFish	41_Eugnathogobius_polylepis	246
ClaidentTutorial__Sample12__MiFish	44_unidentified_Mastacembelidae	250
ClaidentTutorial__Sample12__MiFish	47_Latimeria_chalumnae	244
ClaidentTutorial__Sample12__MiFish	51_others	4932
ClaidentTutorial__Sample13__MiFish	01_unidentified_Gastromyzontidae	247
ClaidentTutorial__Sample13__MiFish	02_Canthophrys_gongota	244
ClaidentTutorial__Sample13__MiFish	03_Sardina_pilchardus	248
ClaidentTutorial__Sample13__MiFish	04_Jaydia_lineata	252
ClaidentTutorial__Sample13__MiFish	05_unidentified_Amblyopinae	242
ClaidentTutorial__Sample13__MiFish	06_unidentified_Symphysodon	246
ClaidentTutorial__Sample13__MiFish	07_Paraconger_notialis	245
ClaidentTutorial__Sample13__MiFish	08_Odontobutis_haifengensis	249
ClaidentTutorial__Sample13__MiFish	09_unidentified_Osteoglossiformes	248
ClaidentTutorial__Sample13__MiFish	10_Acanthaphritis_unoorum	247
ClaidentTutorial__Sample13__MiFish	11_Pagellus_bogaraveo	247
ClaidentTutorial__Sample13__MiFish	13_Diplacanthopoma_brachysoma	251
ClaidentTutorial__Sample13__MiFish	16_Ponticola_kessleri	248
ClaidentTutorial__Sample13__MiFish	17_Cynoglossus_abbreviatus	244
ClaidentTutorial__Sample13__MiFish	18_unidentified_Heniochus	246
ClaidentTutorial__Sample13__MiFish	19_unidentified_Hyporhamphus	245
ClaidentTutorial__Sample13__MiFish	21_Scolopsis_ciliata	251
ClaidentTutorial__Sample13__MiFish	24_Pristipomoides_multidens	246
ClaidentTutorial__Sample13__MiFish	25_Polyacanthonotus_rissoanus	244
ClaidentTutorial__Sample13__MiFish	27_Rastrelliger_brachysoma	246
ClaidentTutorial__Sample13__MiFish	28_unidentified_Channa	248
ClaidentTutorial__Sample13__MiFish	29_Micropterus_dolomieu	247
ClaidentTutorial__Sample13__MiFish	32_Dallia_pectoralis	246
ClaidentTutorial__Sample13__MiFish	33_Solea_senegalensis	243
ClaidentTutorial__Sample13__MiFish	34_unidentified_Rasbora	248
ClaidentTutorial__Sample13__MiFish	35_Squalomugil_nasutus	249
ClaidentTutorial__Sample13__MiFish	37_Eleutheronema_tetradactylum	247
ClaidentTutorial__Sample13__MiFish	38_Luciogobius_elongatus	248
ClaidentTutorial__Sample13__MiFish	41_Eugnathogobius_polylepis	246
ClaidentTutorial__Sample13__MiFish	47_Latimeria_chalumnae	249
ClaidentTutorial__Sample13__MiFish	49_Coilia_reynaldi	245
ClaidentTutorial__Sample13__MiFish	51_others	4674
ClaidentTutorial__Sample14__MiFish	01_unidentified_Gastromyzontidae	249
ClaidentTutorial__Sample14__MiFish	02_Canthophrys_gongota	243
ClaidentTutorial__Sample14__MiFish	03_Sardina_pilchardus	248
ClaidentTutorial__Sample14__MiFish	04_Jaydia_lineata	245
ClaidentTutorial__Sample14__MiFish	05_unidentified_Amblyopinae	248
ClaidentTutorial__Sample14__MiFish	06_unidentified_Symphysodon	247
ClaidentTutorial__Sample14__MiFish	07_Paraconger_notialis	245
ClaidentTutorial__Sample14__MiFish	08_Odontobutis_haifengensis	249
ClaidentTutorial__Sample14__MiFish	09_unidentified_Osteoglossiformes	239
ClaidentTutorial__Sample14__MiFish	10_Acanthaphritis_unoorum	244
ClaidentTutorial__Sample14__MiFish	13_Diplacanthopoma_brachysoma	245
ClaidentTutorial__Sample14__MiFish	15_Megalops_atlanticus	243
ClaidentTutorial__Sample14__MiFish	16_Ponticola_kessleri	246
ClaidentTutorial__Sample14__MiFish	17_Cynoglossus_abbreviatus	245
ClaidentTutorial__Sample14__MiFish	18_unidentified_Heniochus	246
ClaidentTutorial__Sample14__MiFish	21_Scolopsis_ciliata	247
ClaidentTutorial__Sample14__MiFish	24_Pristipomoides_multidens	250
ClaidentTutorial__Sample14__MiFish	25_Polyacanthonotus_rissoanus	248
ClaidentTutorial__Sample14__MiFish	27_Rastrelliger_brachysoma	247
ClaidentTutorial__Sample14__MiFish	29_Micropterus_dolomieu	249
ClaidentTutorial__Sample14__MiFish	32_Dallia_pectoralis	245
ClaidentTutorial__Sample14__MiFish	34_unidentified_Rasbora	244
ClaidentTutorial__Sample14__MiFish	35_Squalomugil_nasutus	248
ClaidentTutorial__Sample14__MiFish	37_Eleutheronema_tetradactylum	246
ClaidentTutorial__Sample14__MiFish	38_Luciogobius_elongatus	242
ClaidentTutorial__Sample14__MiFish	40_Eigenmannia_sp._CBM-ZF-10620	249
