samplename	denoised_001	denoised_002	denoised_003	denoised_004	denoised_005	denoised_006	denoised_007	denoised_008	denoised_009	denoised_010	denoised_011	denoised_012	denoised_013	denoised_014	denoised_015	denoised_016	denoised_017	denoised_018	denoised_019	denoised_020	denoised_021	denoised_022	denoised_023	denoised_024	denoised_025	denoised_026	denoised_027	denoised_028	denoised_029	denoised_030	denoised_031	denoised_032	denoised_033	denoised_034	denoised_035	denoised_036	denoised_037	denoised_038	denoised_039	denoised_040	denoised_041	denoised_042	denoised_043	denoised_044	denoised_045	denoised_046	denoised_047	denoised_048	denoised_049	denoised_050	denoised_051	denoised_052	denoised_053	denoised_054	denoised_055	denoised_056	denoised_057	denoised_058	denoised_059	denoised_060	denoised_061	denoised_062	denoised_063	denoised_064	denoised_065	denoised_066	denoised_067	denoised_068	denoised_069	denoised_070	denoised_071	denoised_072	denoised_073	denoised_074	denoised_075	denoised_076	denoised_077	denoised_078	denoised_079	denoised_080	denoised_081	denoised_082	denoised_083	denoised_084	denoised_085	denoised_086	denoised_087	denoised_088	denoised_089	denoised_090	denoised_091	denoised_092	denoised_093	denoised_094	denoised_095	denoised_096	denoised_097	denoised_098	denoised_099	denoised_100	denoised_101	denoised_102	denoised_103	denoised_104	denoised_105	denoised_106	denoised_107	denoised_108	denoised_109	denoised_110	denoised_111	denoised_112	denoised_113	denoised_114	denoised_115	denoised_116	denoised_117	denoised_118	denoised_119	denoised_120	denoised_121	denoised_122	denoised_123	denoised_124	denoised_125	denoised_126	denoised_127	denoised_128	denoised_129	denoised_130	denoised_131	denoised_132	denoised_133	denoised_134	denoised_135	denoised_136	denoised_137	denoised_138	denoised_139	denoised_140	denoised_141	denoised_142	denoised_143	denoised_144	denoised_145	denoised_146	denoised_147	denoised_148	denoised_149	denoised_150	denoised_151	denoised_152	denoised_153	denoised_154	denoised_155	denoised_156	denoised_157	denoised_158	denoised_159	denoised_160	denoised_161	denoised_162	denoised_163	denoised_164	denoised_165	denoised_166	denoised_167	denoised_168	denoised_169	denoised_170	denoised_171	denoised_172	denoised_173	denoised_174	denoised_175	denoised_176	denoised_177	denoised_178	denoised_179	denoised_180	denoised_181	denoised_182	denoised_183	denoised_184	denoised_185	denoised_186	denoised_187	denoised_188	denoised_189	denoised_190	denoised_191	denoised_192	denoised_193	denoised_194	denoised_195	denoised_196	denoised_197	denoised_198	denoised_199	denoised_200	denoised_201	denoised_202	denoised_203	denoised_204	denoised_205	denoised_206	denoised_207	denoised_208	denoised_209
ClaidentTutorial__Sample07__MiFish	225	225	223	231	234	231	231	228	236	225	235	229	226	228	223	233	226	223	236	223	0	0	238	0	229	0	0	235	0	0	229	224	0	0	0	0	218	0	0	229	224	227	0	226	0	0	224	0	0	217	0	0	0	0	0	230	233	0	0	0	0	0	0	230	0	0	1	227	0	0	231	0	0	0	0	0	0	0	222	226	0	0	0	0	0	221	0	1	236	231	0	0	0	0	225	0	0	0	0	228	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	230	0	0	1	0	0	0	0	0	0	0
ClaidentTutorial__Sample08__MiFish	230	225	233	231	225	222	229	230	224	223	231	229	231	227	224	229	227	0	228	236	0	0	226	0	225	0	0	230	0	0	226	221	0	0	223	222	228	0	0	226	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	226	225	0	2	0	0	0	0	225	0	0	1	224	0	0	228	0	0	0	220	0	0	0	232	222	0	0	0	0	0	218	0	0	0	233	0	0	0	0	228	0	0	0	0	233	0	227	0	226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	224	224	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample09__MiFish	217	238	229	230	230	232	235	231	226	228	232	233	225	230	224	228	219	0	225	225	0	229	226	0	221	0	0	226	0	0	216	230	0	0	224	222	230	0	0	233	0	0	233	0	0	232	0	0	0	226	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	229	0	0	0	0	230	0	0	0	0	0	227	223	0	0	231	0	0	0	0	229	0	0	0	0	226	0	226	0	225	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	220	0	0	224	0	0	0	0	0	1	0	0	0	228	0	0	0	0	0	0	0	0	0	220	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample10__MiFish	225	230	225	224	227	231	219	222	227	226	223	231	225	224	224	227	223	231	231	227	223	223	225	0	226	0	0	0	0	0	223	0	0	0	222	221	0	0	0	229	0	0	229	0	0	227	0	224	0	229	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	226	0	0	0	0	0	227	230	0	0	0	232	0	0	0	0	223	223	0	222	0	0	225	0	233	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	223	0	0	226	0	0	0	0	0	1	0	0	0	223	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample11__MiFish	228	224	231	224	229	228	227	231	226	223	231	223	227	231	235	223	226	233	221	216	0	229	219	230	0	0	0	0	228	0	216	0	0	0	0	231	0	0	0	231	0	0	228	0	0	223	0	0	0	228	229	0	0	0	0	0	0	0	0	226	0	1	217	0	221	0	0	226	0	0	0	0	0	0	221	0	0	224	0	222	0	0	0	0	0	0	218	0	0	0	218	0	0	0	0	0	225	0	227	0	0	226	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	227	0	2	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	227	223	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample12__MiFish	235	232	227	224	228	218	223	227	226	235	228	218	227	235	222	230	0	236	226	0	0	230	234	230	0	228	0	0	229	230	224	0	0	0	0	222	0	0	0	0	0	0	226	0	219	234	0	0	0	225	225	0	0	220	0	0	0	0	0	228	0	0	226	0	228	0	0	228	0	229	0	0	0	0	230	0	0	225	0	0	0	0	0	0	0	0	225	0	0	0	232	0	0	0	0	0	228	0	0	0	0	0	0	0	227	0	0	0	0	0	228	218	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	218	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ClaidentTutorial__Sample13__MiFish	225	229	233	227	216	223	229	227	227	226	227	223	227	0	231	0	0	227	226	0	227	226	0	225	0	229	0	0	227	218	222	0	237	224	0	228	0	217	0	0	0	0	225	0	226	223	0	0	0	0	220	223	0	225	0	0	0	0	0	228	222	0	224	0	227	0	0	224	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	233	0	0	0	231	1	0	0	0	0	224	0	0	0	0	0	0	0	229	0	0	0	0	0	0	231	2	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	225	0	0	0	0	0	0	1	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	220	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample14__MiFish	220	225	227	226	229	229	224	215	220	224	0	219	224	0	230	0	223	0	234	0	224	228	0	227	0	233	0	0	227	220	0	0	231	221	0	225	0	223	230	0	0	0	217	0	233	0	0	222	226	0	228	226	231	231	0	0	0	0	0	223	227	0	234	0	222	0	0	224	0	0	0	0	230	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	221	0	228	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	224	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	233	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ClaidentTutorial__Sample15__MiFish	235	226	221	226	221	226	229	0	0	234	0	223	224	0	231	224	226	0	0	0	228	230	0	230	0	230	0	0	223	230	0	0	228	232	0	226	0	230	233	0	0	0	233	0	228	0	0	232	229	0	226	227	233	224	0	0	1	227	0	0	230	0	225	0	224	229	0	0	0	226	0	0	232	0	0	0	0	229	0	0	0	0	224	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	225	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
ClaidentTutorial__Sample16__MiFish	224	224	222	223	0	228	226	0	0	231	0	0	222	0	225	220	219	0	0	0	218	230	0	232	0	226	0	0	228	233	0	0	219	235	224	0	0	225	228	0	0	0	0	0	226	0	0	225	227	0	230	224	224	225	0	0	0	225	0	0	230	0	227	0	233	228	0	0	0	218	0	231	220	0	0	226	0	0	0	0	219	0	214	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	222	0	0	0	0	0	0	0	1	0	227	223	0	232	0	0	0	229	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample17__MiFish	230	229	224	226	0	0	220	0	0	226	0	0	0	0	0	224	225	0	0	0	225	227	0	231	0	228	0	0	223	235	0	0	229	234	225	0	0	227	237	0	0	0	0	0	222	1	0	229	226	0	0	227	218	227	0	0	223	0	0	0	224	0	0	0	0	221	0	0	0	237	0	228	0	0	0	233	0	0	0	0	232	0	221	224	227	0	0	0	0	0	0	0	0	224	0	0	0	227	0	0	235	0	229	0	0	0	0	0	228	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	224	0	0	0	0	0	227	226	0	230	0	0	1	231	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	224	0	0	0	0	1	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample18__MiFish	234	227	0	234	0	0	229	0	0	0	0	0	0	0	0	230	225	0	0	0	219	233	0	233	0	228	227	0	230	218	0	0	235	228	232	0	0	229	234	0	0	0	0	0	227	0	0	223	229	0	0	231	222	221	0	0	228	0	0	0	229	0	0	0	0	227	0	0	0	231	0	225	0	232	0	231	0	0	0	0	218	0	226	234	225	0	0	0	0	0	0	0	0	225	0	0	0	222	0	0	0	0	214	0	0	0	0	0	229	0	0	0	233	0	0	229	224	0	0	0	0	0	0	0	0	219	225	233	0	0	0	229	0	0	0	227	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample19__MiFish	227	230	0	223	0	0	232	0	0	0	0	0	0	0	0	226	228	0	0	0	232	0	0	221	0	234	230	0	224	228	0	0	229	225	235	0	0	226	236	0	232	0	0	0	0	0	0	230	223	0	0	228	221	0	0	0	222	0	0	230	0	0	0	0	0	0	0	0	0	1	0	232	0	219	0	230	0	0	0	0	228	0	229	223	227	0	0	0	0	0	0	229	0	234	0	0	0	228	0	0	0	0	225	0	215	0	0	0	223	0	0	0	224	0	227	236	225	0	0	0	0	0	0	0	0	225	224	0	0	0	0	222	0	0	0	225	0	0	0	1	0	0	0	0	0	0	221	228	0	0	0	0	0	0	0	0	0	225	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	223	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample20__MiFish	224	223	0	0	0	0	231	0	0	0	0	0	0	0	0	228	0	0	0	0	226	0	0	216	0	234	239	0	0	231	0	0	232	226	227	0	0	221	227	0	0	0	0	0	1	0	0	0	226	0	0	0	221	0	0	221	231	0	0	226	0	226	0	0	0	0	0	0	0	0	0	230	0	232	0	228	0	0	0	0	228	0	0	219	226	0	0	0	0	0	0	225	0	224	0	0	0	235	0	0	0	0	226	0	227	0	0	0	217	1	0	0	232	0	237	224	233	0	0	1	0	0	0	0	0	226	220	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	233	230	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	229	230	0	1	0	0	229	224	0	225	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	220	0	0	0	0
