samplename	species	nreads
ClaidentTutorial__Sample09__MiFish	35_unidentified_Pampus	5175.40730170056
ClaidentTutorial__Sample09__MiFish	10_Acanthaphritis_unoorum	5074.32512783922
ClaidentTutorial__Sample09__MiFish	24_unidentified_Oreochromini	5074.32512783922
ClaidentTutorial__Sample09__MiFish	26_unidentified_Facciolella	5074.32512783922
ClaidentTutorial__Sample09__MiFish	46_Acestrorhynchus_sp._NM-2010	5074.32512783922
ClaidentTutorial__Sample09__MiFish	01_unidentified_Gastromyzontidae	5054.10869306695
ClaidentTutorial__Sample09__MiFish	13_Ponticola_kessleri	5054.10869306695
ClaidentTutorial__Sample09__MiFish	14_unidentified_Onychostoma	5054.10869306695
ClaidentTutorial__Sample09__MiFish	16_Megalops_atlanticus	5033.89225829468
ClaidentTutorial__Sample09__MiFish	50_unidentified_Mastacembelidae	5033.89225829468
ClaidentTutorial__Sample09__MiFish	02_Canthophrys_gongota	5013.67582352242
ClaidentTutorial__Sample09__MiFish	04_Jaydia_lineata	5013.67582352242
ClaidentTutorial__Sample09__MiFish	09_Paraconger_notialis	5013.67582352242
ClaidentTutorial__Sample09__MiFish	12_Diplacanthopoma_brachysoma	5013.67582352242
ClaidentTutorial__Sample09__MiFish	15_Eumegistus_illustris	5013.67582352242
ClaidentTutorial__Sample09__MiFish	25_unidentified_Sphyraena	5013.67582352242
ClaidentTutorial__Sample09__MiFish	29_Amblydoras_gonzalezi	5013.67582352242
ClaidentTutorial__Sample09__MiFish	43_Latimeria_chalumnae	5013.67582352242
ClaidentTutorial__Sample09__MiFish	07_unidentified_Osteoglossiformes	4993.45938875015
ClaidentTutorial__Sample09__MiFish	11_Pagellus_bogaraveo	4993.45938875015
ClaidentTutorial__Sample09__MiFish	31_Solea_senegalensis	4993.45938875015
ClaidentTutorial__Sample09__MiFish	39_Etheostoma_trisella	4973.24295397788
ClaidentTutorial__Sample09__MiFish	03_Sardina_pilchardus	4953.02651920561
ClaidentTutorial__Sample09__MiFish	05_unidentified_Amblyopinae	4953.02651920561
ClaidentTutorial__Sample09__MiFish	06_unidentified_Symphysodon	4953.02651920561
ClaidentTutorial__Sample09__MiFish	19_unidentified_Heniochus	4953.02651920561
ClaidentTutorial__Sample09__MiFish	23_Polyacanthonotus_rissoanus	4953.02651920561
ClaidentTutorial__Sample09__MiFish	33_unidentified_Channa	4953.02651920561
ClaidentTutorial__Sample09__MiFish	21_unidentified_Homatula	4932.81008443335
ClaidentTutorial__Sample09__MiFish	08_Odontobutis_haifengensis	4912.59364966108
ClaidentTutorial__Sample09__MiFish	38_Eleutheronema_tetradactylum	4912.59364966108
ClaidentTutorial__Sample09__MiFish	17_Cynoglossus_abbreviatus	4851.94434534427
ClaidentTutorial__Sample10__MiFish	51_others	89731.791631899
ClaidentTutorial__Sample10__MiFish	07_unidentified_Osteoglossiformes	5086.42269638813
ClaidentTutorial__Sample10__MiFish	02_Canthophrys_gongota	5066.1580641316
ClaidentTutorial__Sample10__MiFish	06_unidentified_Symphysodon	5045.89343187508
ClaidentTutorial__Sample10__MiFish	10_Acanthaphritis_unoorum	5045.89343187508
ClaidentTutorial__Sample10__MiFish	15_Eumegistus_illustris	5045.89343187508
ClaidentTutorial__Sample10__MiFish	31_Solea_senegalensis	5045.89343187508
ClaidentTutorial__Sample10__MiFish	46_Acestrorhynchus_sp._NM-2010	5045.89343187508
ClaidentTutorial__Sample10__MiFish	04_Jaydia_lineata	5025.62879961855
ClaidentTutorial__Sample10__MiFish	09_Paraconger_notialis	5025.62879961855
ClaidentTutorial__Sample10__MiFish	23_Polyacanthonotus_rissoanus	5025.62879961855
ClaidentTutorial__Sample10__MiFish	25_unidentified_Sphyraena	5025.62879961855
ClaidentTutorial__Sample10__MiFish	33_unidentified_Channa	5025.62879961855
ClaidentTutorial__Sample10__MiFish	44_Bolbometopon_muricatum	5025.62879961855
ClaidentTutorial__Sample10__MiFish	50_unidentified_Mastacembelidae	5025.62879961855
ClaidentTutorial__Sample10__MiFish	03_Sardina_pilchardus	5005.36416736202
ClaidentTutorial__Sample10__MiFish	11_Pagellus_bogaraveo	5005.36416736202
ClaidentTutorial__Sample10__MiFish	12_Diplacanthopoma_brachysoma	5005.36416736202
ClaidentTutorial__Sample10__MiFish	18_unidentified_Hyporhamphus	5005.36416736202
ClaidentTutorial__Sample10__MiFish	19_unidentified_Heniochus	5005.36416736202
ClaidentTutorial__Sample10__MiFish	39_Etheostoma_trisella	5005.36416736202
ClaidentTutorial__Sample10__MiFish	24_unidentified_Oreochromini	4985.0995351055
ClaidentTutorial__Sample10__MiFish	43_Latimeria_chalumnae	4985.0995351055
ClaidentTutorial__Sample10__MiFish	05_unidentified_Amblyopinae	4964.83490284897
ClaidentTutorial__Sample10__MiFish	13_Ponticola_kessleri	4964.83490284897
ClaidentTutorial__Sample10__MiFish	14_unidentified_Onychostoma	4964.83490284897
ClaidentTutorial__Sample10__MiFish	20_Scolopsis_ciliata	4964.83490284897
ClaidentTutorial__Sample10__MiFish	01_unidentified_Gastromyzontidae	4944.57027059244
ClaidentTutorial__Sample10__MiFish	16_Megalops_atlanticus	4944.57027059244
ClaidentTutorial__Sample10__MiFish	21_unidentified_Homatula	4944.57027059244
ClaidentTutorial__Sample10__MiFish	08_Odontobutis_haifengensis	4924.30563833592
ClaidentTutorial__Sample10__MiFish	17_Cynoglossus_abbreviatus	4924.30563833592
ClaidentTutorial__Sample10__MiFish	38_Eleutheronema_tetradactylum	4924.30563833592
ClaidentTutorial__Sample11__MiFish	51_others	99343.3083956775
ClaidentTutorial__Sample11__MiFish	06_unidentified_Symphysodon	5067.09416933856
ClaidentTutorial__Sample11__MiFish	08_Odontobutis_haifengensis	5067.09416933856
ClaidentTutorial__Sample11__MiFish	13_Ponticola_kessleri	5046.9065431659
ClaidentTutorial__Sample11__MiFish	16_Megalops_atlanticus	5046.9065431659
ClaidentTutorial__Sample11__MiFish	19_unidentified_Heniochus	5046.9065431659
ClaidentTutorial__Sample11__MiFish	50_unidentified_Mastacembelidae	5046.9065431659
ClaidentTutorial__Sample11__MiFish	01_unidentified_Gastromyzontidae	5026.71891699323
ClaidentTutorial__Sample11__MiFish	04_Jaydia_lineata	5026.71891699323
ClaidentTutorial__Sample11__MiFish	15_Eumegistus_illustris	5026.71891699323
ClaidentTutorial__Sample11__MiFish	23_Polyacanthonotus_rissoanus	5026.71891699323
ClaidentTutorial__Sample11__MiFish	38_Eleutheronema_tetradactylum	5026.71891699323
ClaidentTutorial__Sample11__MiFish	46_Acestrorhynchus_sp._NM-2010	5026.71891699323
ClaidentTutorial__Sample11__MiFish	09_Paraconger_notialis	5006.53129082057
ClaidentTutorial__Sample11__MiFish	10_Acanthaphritis_unoorum	5006.53129082057
ClaidentTutorial__Sample11__MiFish	14_unidentified_Onychostoma	5006.53129082057
ClaidentTutorial__Sample11__MiFish	43_Latimeria_chalumnae	5006.53129082057
ClaidentTutorial__Sample11__MiFish	21_unidentified_Homatula	4986.3436646479
ClaidentTutorial__Sample11__MiFish	22_Pristipomoides_multidens	4986.3436646479
ClaidentTutorial__Sample11__MiFish	05_unidentified_Amblyopinae	4966.15603847524
ClaidentTutorial__Sample11__MiFish	07_unidentified_Osteoglossiformes	4966.15603847524
ClaidentTutorial__Sample11__MiFish	12_Diplacanthopoma_brachysoma	4966.15603847524
ClaidentTutorial__Sample11__MiFish	18_unidentified_Hyporhamphus	4966.15603847524
ClaidentTutorial__Sample11__MiFish	27_Dallia_pectoralis	4966.15603847524
ClaidentTutorial__Sample11__MiFish	31_Solea_senegalensis	4966.15603847524
ClaidentTutorial__Sample11__MiFish	11_Pagellus_bogaraveo	4945.96841230258
ClaidentTutorial__Sample11__MiFish	25_unidentified_Sphyraena	4945.96841230258
ClaidentTutorial__Sample11__MiFish	33_unidentified_Channa	4945.96841230258
ClaidentTutorial__Sample11__MiFish	02_Canthophrys_gongota	4925.78078612991
ClaidentTutorial__Sample11__MiFish	17_Cynoglossus_abbreviatus	4925.78078612991
ClaidentTutorial__Sample11__MiFish	03_Sardina_pilchardus	4905.59315995725
ClaidentTutorial__Sample12__MiFish	51_others	95440.0288149838
ClaidentTutorial__Sample12__MiFish	05_unidentified_Amblyopinae	5123.0639932765
ClaidentTutorial__Sample12__MiFish	10_Acanthaphritis_unoorum	5123.0639932765
ClaidentTutorial__Sample12__MiFish	17_Cynoglossus_abbreviatus	5102.65337975747
ClaidentTutorial__Sample12__MiFish	02_Canthophrys_gongota	5082.24276623845
ClaidentTutorial__Sample12__MiFish	19_unidentified_Heniochus	5082.24276623845
ClaidentTutorial__Sample12__MiFish	22_Pristipomoides_multidens	5082.24276623845
ClaidentTutorial__Sample12__MiFish	23_Polyacanthonotus_rissoanus	5082.24276623845
ClaidentTutorial__Sample12__MiFish	25_unidentified_Sphyraena	5082.24276623845
ClaidentTutorial__Sample12__MiFish	40_Eugnathogobius_polylepis	5082.24276623845
ClaidentTutorial__Sample12__MiFish	04_Jaydia_lineata	5061.83215271941
ClaidentTutorial__Sample12__MiFish	06_unidentified_Symphysodon	5061.83215271941
ClaidentTutorial__Sample12__MiFish	07_unidentified_Osteoglossiformes	5061.83215271941
ClaidentTutorial__Sample12__MiFish	11_Pagellus_bogaraveo	5061.83215271941
ClaidentTutorial__Sample12__MiFish	30_Micropterus_dolomieu	5061.83215271941
ClaidentTutorial__Sample12__MiFish	48_Leiodon_cutcutia	5061.83215271941
ClaidentTutorial__Sample12__MiFish	03_Sardina_pilchardus	5041.42153920039
ClaidentTutorial__Sample12__MiFish	14_unidentified_Onychostoma	5041.42153920039
ClaidentTutorial__Sample12__MiFish	27_Dallia_pectoralis	5041.42153920039
ClaidentTutorial__Sample12__MiFish	28_Rastrelliger_brachysoma	5041.42153920039
ClaidentTutorial__Sample12__MiFish	31_Solea_senegalensis	5041.42153920039
ClaidentTutorial__Sample12__MiFish	38_Eleutheronema_tetradactylum	5041.42153920039
ClaidentTutorial__Sample12__MiFish	01_unidentified_Gastromyzontidae	5021.01092568136
ClaidentTutorial__Sample12__MiFish	09_Paraconger_notialis	5021.01092568136
ClaidentTutorial__Sample12__MiFish	18_unidentified_Hyporhamphus	5021.01092568136
ClaidentTutorial__Sample12__MiFish	08_Odontobutis_haifengensis	5000.60031216233
ClaidentTutorial__Sample12__MiFish	13_Ponticola_kessleri	5000.60031216233
ClaidentTutorial__Sample12__MiFish	43_Latimeria_chalumnae	5000.60031216233
ClaidentTutorial__Sample12__MiFish	33_unidentified_Channa	4980.18969864329
ClaidentTutorial__Sample12__MiFish	50_unidentified_Mastacembelidae	4980.18969864329
ClaidentTutorial__Sample12__MiFish	12_Diplacanthopoma_brachysoma	4959.77908512427
ClaidentTutorial__Sample12__MiFish	15_Eumegistus_illustris	4959.77908512427
ClaidentTutorial__Sample13__MiFish	51_others	89193.9127333254
ClaidentTutorial__Sample13__MiFish	22_Pristipomoides_multidens	5093.33016288194
ClaidentTutorial__Sample13__MiFish	01_unidentified_Gastromyzontidae	5052.90690762097
