samplename	species	nreads
ClaidentTutorial__Sample06__MiFish	02_unidentified_Tetraodontidae	448
ClaidentTutorial__Sample06__MiFish	16_unidentified_Rhaphiodontinae	388
ClaidentTutorial__Sample06__MiFish	06_unidentified_Macrouridae	323
ClaidentTutorial__Sample06__MiFish	38_unidentified_Glyptosterninae	313
ClaidentTutorial__Sample06__MiFish	19_unidentified_Stolephorus	297
ClaidentTutorial__Sample06__MiFish	41_Spratelloides_delicatulus	277
ClaidentTutorial__Sample06__MiFish	36_unidentified_Tariqilabeo	256
ClaidentTutorial__Sample06__MiFish	09_unidentified_Opsaridium	232
ClaidentTutorial__Sample06__MiFish	50_unidentified_Osteobrama	224
ClaidentTutorial__Sample06__MiFish	26_unidentified_Mormyridae	216
ClaidentTutorial__Sample06__MiFish	33_unidentified_Coilinae	207
ClaidentTutorial__Sample06__MiFish	03_Kaupichthys_hyoproroides	202
ClaidentTutorial__Sample06__MiFish	23_unidentified_Gobiidae	198
ClaidentTutorial__Sample06__MiFish	35_unidentified_Muraeninae	195
ClaidentTutorial__Sample06__MiFish	48_unidentified_Cottiusculus	192
ClaidentTutorial__Sample06__MiFish	11_unidentified_Pterois	186
ClaidentTutorial__Sample06__MiFish	21_unidentified_Salminus	181
ClaidentTutorial__Sample06__MiFish	25_unidentified_Chedrinae	165
ClaidentTutorial__Sample06__MiFish	04_Uranoscopus_cognatus	160
ClaidentTutorial__Sample06__MiFish	37_Odontobutis_platycephala	151
ClaidentTutorial__Sample06__MiFish	07_Acentrogobius_pflaumii	147
ClaidentTutorial__Sample06__MiFish	20_Triphoturus_mexicanus	143
ClaidentTutorial__Sample06__MiFish	45_unidentified_Bovichtus	124
ClaidentTutorial__Sample06__MiFish	08_unidentified_Pogonichthyinae	50
ClaidentTutorial__Sample06__MiFish	18_unidentified_Cyprinidae	3
ClaidentTutorial__Sample07__MiFish	51_others	4490
ClaidentTutorial__Sample07__MiFish	02_unidentified_Tetraodontidae	342
ClaidentTutorial__Sample07__MiFish	25_unidentified_Chedrinae	320
ClaidentTutorial__Sample07__MiFish	05_unidentified_Eleotris	315
ClaidentTutorial__Sample07__MiFish	17_unidentified_Gymnorhamphichthys	279
ClaidentTutorial__Sample07__MiFish	26_unidentified_Mormyridae	263
ClaidentTutorial__Sample07__MiFish	20_Triphoturus_mexicanus	253
ClaidentTutorial__Sample07__MiFish	19_unidentified_Stolephorus	233
ClaidentTutorial__Sample07__MiFish	08_unidentified_Pogonichthyinae	222
ClaidentTutorial__Sample07__MiFish	16_unidentified_Rhaphiodontinae	216
ClaidentTutorial__Sample07__MiFish	03_Kaupichthys_hyoproroides	209
ClaidentTutorial__Sample07__MiFish	07_Acentrogobius_pflaumii	201
ClaidentTutorial__Sample07__MiFish	48_unidentified_Cottiusculus	198
ClaidentTutorial__Sample07__MiFish	37_Odontobutis_platycephala	192
ClaidentTutorial__Sample07__MiFish	33_unidentified_Coilinae	187
ClaidentTutorial__Sample07__MiFish	50_unidentified_Osteobrama	182
ClaidentTutorial__Sample07__MiFish	11_unidentified_Pterois	180
ClaidentTutorial__Sample07__MiFish	38_unidentified_Glyptosterninae	176
ClaidentTutorial__Sample07__MiFish	06_unidentified_Macrouridae	174
ClaidentTutorial__Sample07__MiFish	09_unidentified_Opsaridium	174
ClaidentTutorial__Sample07__MiFish	35_unidentified_Muraeninae	166
ClaidentTutorial__Sample07__MiFish	04_Uranoscopus_cognatus	164
ClaidentTutorial__Sample07__MiFish	30_Amia_calva	162
ClaidentTutorial__Sample07__MiFish	45_unidentified_Bovichtus	150
ClaidentTutorial__Sample07__MiFish	41_Spratelloides_delicatulus	134
ClaidentTutorial__Sample07__MiFish	23_unidentified_Gobiidae	128
ClaidentTutorial__Sample07__MiFish	21_unidentified_Salminus	92
ClaidentTutorial__Sample07__MiFish	43_Benthodesmus_tenuis	45
ClaidentTutorial__Sample07__MiFish	29_unidentified_Branchiostegus	3
ClaidentTutorial__Sample07__MiFish	36_unidentified_Tariqilabeo	1
ClaidentTutorial__Sample08__MiFish	51_others	3896
ClaidentTutorial__Sample08__MiFish	02_unidentified_Tetraodontidae	488
ClaidentTutorial__Sample08__MiFish	26_unidentified_Mormyridae	287
ClaidentTutorial__Sample08__MiFish	14_Doryichthys_boaja	279
ClaidentTutorial__Sample08__MiFish	29_unidentified_Branchiostegus	265
ClaidentTutorial__Sample08__MiFish	25_unidentified_Chedrinae	252
ClaidentTutorial__Sample08__MiFish	08_unidentified_Pogonichthyinae	248
ClaidentTutorial__Sample08__MiFish	17_unidentified_Gymnorhamphichthys	225
ClaidentTutorial__Sample08__MiFish	33_unidentified_Coilinae	219
ClaidentTutorial__Sample08__MiFish	19_unidentified_Stolephorus	218
ClaidentTutorial__Sample08__MiFish	20_Triphoturus_mexicanus	209
ClaidentTutorial__Sample08__MiFish	11_unidentified_Pterois	208
ClaidentTutorial__Sample08__MiFish	43_Benthodesmus_tenuis	208
ClaidentTutorial__Sample08__MiFish	09_unidentified_Opsaridium	203
ClaidentTutorial__Sample08__MiFish	38_unidentified_Glyptosterninae	197
ClaidentTutorial__Sample08__MiFish	45_unidentified_Bovichtus	190
ClaidentTutorial__Sample08__MiFish	31_unidentified_Callionymidae	189
ClaidentTutorial__Sample08__MiFish	05_unidentified_Eleotris	187
ClaidentTutorial__Sample08__MiFish	21_unidentified_Salminus	177
ClaidentTutorial__Sample08__MiFish	37_Odontobutis_platycephala	176
ClaidentTutorial__Sample08__MiFish	06_unidentified_Macrouridae	173
ClaidentTutorial__Sample08__MiFish	35_unidentified_Muraeninae	173
ClaidentTutorial__Sample08__MiFish	16_unidentified_Rhaphiodontinae	170
ClaidentTutorial__Sample08__MiFish	23_unidentified_Gobiidae	170
ClaidentTutorial__Sample08__MiFish	30_Amia_calva	165
ClaidentTutorial__Sample08__MiFish	04_Uranoscopus_cognatus	155
ClaidentTutorial__Sample08__MiFish	07_Acentrogobius_pflaumii	151
ClaidentTutorial__Sample08__MiFish	41_Spratelloides_delicatulus	143
ClaidentTutorial__Sample08__MiFish	50_unidentified_Osteobrama	134
ClaidentTutorial__Sample08__MiFish	03_Kaupichthys_hyoproroides	112
ClaidentTutorial__Sample09__MiFish	51_others	4401
ClaidentTutorial__Sample09__MiFish	02_unidentified_Tetraodontidae	410
ClaidentTutorial__Sample09__MiFish	13_Pristipomoides_multidens	404
ClaidentTutorial__Sample09__MiFish	10_unidentified_Centromochlinae	307
ClaidentTutorial__Sample09__MiFish	14_Doryichthys_boaja	305
ClaidentTutorial__Sample09__MiFish	06_unidentified_Macrouridae	276
ClaidentTutorial__Sample09__MiFish	32_unidentified_Rasborinae	257
ClaidentTutorial__Sample09__MiFish	08_unidentified_Pogonichthyinae	234
ClaidentTutorial__Sample09__MiFish	26_unidentified_Mormyridae	223
ClaidentTutorial__Sample09__MiFish	29_unidentified_Branchiostegus	207
ClaidentTutorial__Sample09__MiFish	16_unidentified_Rhaphiodontinae	198
ClaidentTutorial__Sample09__MiFish	25_unidentified_Chedrinae	192
ClaidentTutorial__Sample09__MiFish	05_unidentified_Eleotris	188
ClaidentTutorial__Sample09__MiFish	07_Acentrogobius_pflaumii	186
ClaidentTutorial__Sample09__MiFish	37_Odontobutis_platycephala	180
ClaidentTutorial__Sample09__MiFish	30_Amia_calva	178
ClaidentTutorial__Sample09__MiFish	31_unidentified_Callionymidae	176
ClaidentTutorial__Sample09__MiFish	04_Uranoscopus_cognatus	175
ClaidentTutorial__Sample09__MiFish	23_unidentified_Gobiidae	170
ClaidentTutorial__Sample09__MiFish	03_Kaupichthys_hyoproroides	167
ClaidentTutorial__Sample09__MiFish	35_unidentified_Muraeninae	158
ClaidentTutorial__Sample09__MiFish	43_Benthodesmus_tenuis	152
ClaidentTutorial__Sample09__MiFish	21_unidentified_Salminus	148
ClaidentTutorial__Sample09__MiFish	11_unidentified_Pterois	144
ClaidentTutorial__Sample09__MiFish	38_unidentified_Glyptosterninae	141
ClaidentTutorial__Sample09__MiFish	20_Triphoturus_mexicanus	113
ClaidentTutorial__Sample09__MiFish	17_unidentified_Gymnorhamphichthys	106
ClaidentTutorial__Sample09__MiFish	09_unidentified_Opsaridium	88
ClaidentTutorial__Sample09__MiFish	41_Spratelloides_delicatulus	2
ClaidentTutorial__Sample10__MiFish	51_others	3631
ClaidentTutorial__Sample10__MiFish	05_unidentified_Eleotris	555
ClaidentTutorial__Sample10__MiFish	02_unidentified_Tetraodontidae	400
ClaidentTutorial__Sample10__MiFish	22_unidentified_Smiliogastrinae	287
ClaidentTutorial__Sample10__MiFish	16_unidentified_Rhaphiodontinae	272
ClaidentTutorial__Sample10__MiFish	18_unidentified_Cyprinidae	264
ClaidentTutorial__Sample10__MiFish	29_unidentified_Branchiostegus	261
ClaidentTutorial__Sample10__MiFish	30_Amia_calva	249
ClaidentTutorial__Sample10__MiFish	37_Odontobutis_platycephala	247
ClaidentTutorial__Sample10__MiFish	31_unidentified_Callionymidae	243
ClaidentTutorial__Sample10__MiFish	09_unidentified_Opsaridium	230
ClaidentTutorial__Sample10__MiFish	03_Kaupichthys_hyoproroides	228
ClaidentTutorial__Sample10__MiFish	47_unidentified_Paraplagusia	221
ClaidentTutorial__Sample10__MiFish	10_unidentified_Centromochlinae	217
ClaidentTutorial__Sample10__MiFish	07_Acentrogobius_pflaumii	212
ClaidentTutorial__Sample10__MiFish	17_unidentified_Gymnorhamphichthys	209
ClaidentTutorial__Sample10__MiFish	26_unidentified_Mormyridae	208
ClaidentTutorial__Sample10__MiFish	08_unidentified_Pogonichthyinae	189
ClaidentTutorial__Sample10__MiFish	32_unidentified_Rasborinae	185
ClaidentTutorial__Sample10__MiFish	13_Pristipomoides_multidens	179
ClaidentTutorial__Sample10__MiFish	11_unidentified_Pterois	174
ClaidentTutorial__Sample10__MiFish	12_Denticeps_clupeoides	174
ClaidentTutorial__Sample10__MiFish	14_Doryichthys_boaja	151
ClaidentTutorial__Sample10__MiFish	21_unidentified_Salminus	151
ClaidentTutorial__Sample10__MiFish	23_unidentified_Gobiidae	147
ClaidentTutorial__Sample10__MiFish	06_unidentified_Macrouridae	146
ClaidentTutorial__Sample10__MiFish	43_Benthodesmus_tenuis	136
ClaidentTutorial__Sample10__MiFish	04_Uranoscopus_cognatus	125
ClaidentTutorial__Sample10__MiFish	38_unidentified_Glyptosterninae	121
ClaidentTutorial__Sample10__MiFish	46_unidentified_Siluroidei	66
ClaidentTutorial__Sample10__MiFish	36_unidentified_Tariqilabeo	1
ClaidentTutorial__Sample11__MiFish	51_others	3715
ClaidentTutorial__Sample11__MiFish	02_unidentified_Tetraodontidae	502
ClaidentTutorial__Sample11__MiFish	44_Bothus_pantherinus	329
ClaidentTutorial__Sample11__MiFish	28_unidentified_Poecilia	285
ClaidentTutorial__Sample11__MiFish	29_unidentified_Branchiostegus	255
ClaidentTutorial__Sample11__MiFish	05_unidentified_Eleotris	254
ClaidentTutorial__Sample11__MiFish	08_unidentified_Pogonichthyinae	253
ClaidentTutorial__Sample11__MiFish	17_unidentified_Gymnorhamphichthys	245
ClaidentTutorial__Sample11__MiFish	04_Uranoscopus_cognatus	231
ClaidentTutorial__Sample11__MiFish	12_Denticeps_clupeoides	231
ClaidentTutorial__Sample11__MiFish	30_Amia_calva	231
ClaidentTutorial__Sample11__MiFish	10_unidentified_Centromochlinae	227
ClaidentTutorial__Sample11__MiFish	18_unidentified_Cyprinidae	220
ClaidentTutorial__Sample11__MiFish	23_unidentified_Gobiidae	218
ClaidentTutorial__Sample11__MiFish	21_unidentified_Salminus	211
ClaidentTutorial__Sample11__MiFish	07_Acentrogobius_pflaumii	201
ClaidentTutorial__Sample11__MiFish	16_unidentified_Rhaphiodontinae	196
ClaidentTutorial__Sample11__MiFish	22_unidentified_Smiliogastrinae	195
ClaidentTutorial__Sample11__MiFish	47_unidentified_Paraplagusia	186
ClaidentTutorial__Sample11__MiFish	03_Kaupichthys_hyoproroides	172
ClaidentTutorial__Sample11__MiFish	09_unidentified_Opsaridium	159
ClaidentTutorial__Sample11__MiFish	13_Pristipomoides_multidens	153
ClaidentTutorial__Sample11__MiFish	32_unidentified_Rasborinae	153
ClaidentTutorial__Sample11__MiFish	31_unidentified_Callionymidae	151
ClaidentTutorial__Sample11__MiFish	11_unidentified_Pterois	143
ClaidentTutorial__Sample11__MiFish	43_Benthodesmus_tenuis	140
ClaidentTutorial__Sample11__MiFish	46_unidentified_Siluroidei	140
ClaidentTutorial__Sample11__MiFish	06_unidentified_Macrouridae	129
ClaidentTutorial__Sample11__MiFish	14_Doryichthys_boaja	129
ClaidentTutorial__Sample11__MiFish	38_unidentified_Glyptosterninae	119
ClaidentTutorial__Sample11__MiFish	01_unidentified_Euteleosteomorpha	73
ClaidentTutorial__Sample12__MiFish	51_others	3023
ClaidentTutorial__Sample12__MiFish	49_Poromitra_oscitans	411
ClaidentTutorial__Sample12__MiFish	40_Acentrogobius_caninus	361
ClaidentTutorial__Sample12__MiFish	22_unidentified_Smiliogastrinae	341
ClaidentTutorial__Sample12__MiFish	01_unidentified_Euteleosteomorpha	307
ClaidentTutorial__Sample12__MiFish	32_unidentified_Rasborinae	274
ClaidentTutorial__Sample12__MiFish	17_unidentified_Gymnorhamphichthys	273
ClaidentTutorial__Sample12__MiFish	10_unidentified_Centromochlinae	263
ClaidentTutorial__Sample12__MiFish	13_Pristipomoides_multidens	241
ClaidentTutorial__Sample12__MiFish	02_unidentified_Tetraodontidae	240
ClaidentTutorial__Sample12__MiFish	07_Acentrogobius_pflaumii	234
ClaidentTutorial__Sample12__MiFish	04_Uranoscopus_cognatus	232
ClaidentTutorial__Sample12__MiFish	46_unidentified_Siluroidei	222
ClaidentTutorial__Sample12__MiFish	12_Denticeps_clupeoides	211
ClaidentTutorial__Sample12__MiFish	30_Amia_calva	206
ClaidentTutorial__Sample12__MiFish	11_unidentified_Pterois	203
ClaidentTutorial__Sample12__MiFish	44_Bothus_pantherinus	196
ClaidentTutorial__Sample12__MiFish	16_unidentified_Rhaphiodontinae	187
ClaidentTutorial__Sample12__MiFish	28_unidentified_Poecilia	187
ClaidentTutorial__Sample12__MiFish	31_unidentified_Callionymidae	182
ClaidentTutorial__Sample12__MiFish	38_unidentified_Glyptosterninae	179
ClaidentTutorial__Sample12__MiFish	21_unidentified_Salminus	173
ClaidentTutorial__Sample12__MiFish	23_unidentified_Gobiidae	169
ClaidentTutorial__Sample12__MiFish	47_unidentified_Paraplagusia	169
ClaidentTutorial__Sample12__MiFish	08_unidentified_Pogonichthyinae	166
ClaidentTutorial__Sample12__MiFish	03_Kaupichthys_hyoproroides	162
ClaidentTutorial__Sample12__MiFish	05_unidentified_Eleotris	162
ClaidentTutorial__Sample12__MiFish	06_unidentified_Macrouridae	160
ClaidentTutorial__Sample12__MiFish	09_unidentified_Opsaridium	154
ClaidentTutorial__Sample12__MiFish	18_unidentified_Cyprinidae	146
ClaidentTutorial__Sample12__MiFish	29_unidentified_Branchiostegus	131
ClaidentTutorial__Sample12__MiFish	14_Doryichthys_boaja	130
ClaidentTutorial__Sample12__MiFish	43_Benthodesmus_tenuis	123
ClaidentTutorial__Sample12__MiFish	36_unidentified_Tariqilabeo	1
ClaidentTutorial__Sample13__MiFish	51_others	3431
ClaidentTutorial__Sample13__MiFish	22_unidentified_Smiliogastrinae	382
ClaidentTutorial__Sample13__MiFish	12_Denticeps_clupeoides	273
ClaidentTutorial__Sample13__MiFish	40_Acentrogobius_caninus	255
ClaidentTutorial__Sample13__MiFish	14_Doryichthys_boaja	250
ClaidentTutorial__Sample13__MiFish	04_Uranoscopus_cognatus	246
ClaidentTutorial__Sample13__MiFish	29_unidentified_Branchiostegus	246
ClaidentTutorial__Sample13__MiFish	07_Acentrogobius_pflaumii	242
ClaidentTutorial__Sample13__MiFish	13_Pristipomoides_multidens	219
ClaidentTutorial__Sample13__MiFish	16_unidentified_Rhaphiodontinae	218
ClaidentTutorial__Sample13__MiFish	46_unidentified_Siluroidei	218
ClaidentTutorial__Sample13__MiFish	17_unidentified_Gymnorhamphichthys	215
ClaidentTutorial__Sample13__MiFish	06_unidentified_Macrouridae	214
ClaidentTutorial__Sample13__MiFish	10_unidentified_Centromochlinae	211
ClaidentTutorial__Sample13__MiFish	08_unidentified_Pogonichthyinae	208
ClaidentTutorial__Sample13__MiFish	38_unidentified_Glyptosterninae	201
ClaidentTutorial__Sample13__MiFish	23_unidentified_Gobiidae	200
ClaidentTutorial__Sample13__MiFish	32_unidentified_Rasborinae	199
ClaidentTutorial__Sample13__MiFish	03_Kaupichthys_hyoproroides	198
ClaidentTutorial__Sample13__MiFish	24_Hoplias_intermedius	194
ClaidentTutorial__Sample13__MiFish	28_unidentified_Poecilia	191
ClaidentTutorial__Sample13__MiFish	49_Poromitra_oscitans	183
ClaidentTutorial__Sample13__MiFish	05_unidentified_Eleotris	170
ClaidentTutorial__Sample13__MiFish	47_unidentified_Paraplagusia	163
ClaidentTutorial__Sample13__MiFish	09_unidentified_Opsaridium	154
ClaidentTutorial__Sample13__MiFish	01_unidentified_Euteleosteomorpha	148
ClaidentTutorial__Sample13__MiFish	34_Eumegistus_illustris	145
ClaidentTutorial__Sample13__MiFish	44_Bothus_pantherinus	144
ClaidentTutorial__Sample13__MiFish	31_unidentified_Callionymidae	143
ClaidentTutorial__Sample13__MiFish	30_Amia_calva	140
ClaidentTutorial__Sample13__MiFish	11_unidentified_Pterois	139
ClaidentTutorial__Sample13__MiFish	43_Benthodesmus_tenuis	139
ClaidentTutorial__Sample13__MiFish	02_unidentified_Tetraodontidae	115
ClaidentTutorial__Sample13__MiFish	27_unidentified_Characoidei	67
ClaidentTutorial__Sample14__MiFish	51_others	3895
ClaidentTutorial__Sample14__MiFish	12_Denticeps_clupeoides	268
ClaidentTutorial__Sample14__MiFish	30_Amia_calva	254
ClaidentTutorial__Sample14__MiFish	42_unidentified_Triacanthidae	242
ClaidentTutorial__Sample14__MiFish	03_Kaupichthys_hyoproroides	238
ClaidentTutorial__Sample14__MiFish	40_Acentrogobius_caninus	235
ClaidentTutorial__Sample14__MiFish	08_unidentified_Pogonichthyinae	228
ClaidentTutorial__Sample14__MiFish	29_unidentified_Branchiostegus	228
ClaidentTutorial__Sample14__MiFish	13_Pristipomoides_multidens	225
ClaidentTutorial__Sample14__MiFish	44_Bothus_pantherinus	223
ClaidentTutorial__Sample14__MiFish	43_Benthodesmus_tenuis	218
ClaidentTutorial__Sample14__MiFish	04_Uranoscopus_cognatus	214
ClaidentTutorial__Sample14__MiFish	47_unidentified_Paraplagusia	209
ClaidentTutorial__Sample14__MiFish	22_unidentified_Smiliogastrinae	207
ClaidentTutorial__Sample14__MiFish	10_unidentified_Centromochlinae	199
ClaidentTutorial__Sample14__MiFish	01_unidentified_Euteleosteomorpha	197
ClaidentTutorial__Sample14__MiFish	18_unidentified_Cyprinidae	196
ClaidentTutorial__Sample14__MiFish	05_unidentified_Eleotris	191
ClaidentTutorial__Sample14__MiFish	34_Eumegistus_illustris	186
ClaidentTutorial__Sample14__MiFish	27_unidentified_Characoidei	185
ClaidentTutorial__Sample14__MiFish	16_unidentified_Rhaphiodontinae	181
ClaidentTutorial__Sample14__MiFish	49_Poromitra_oscitans	178
ClaidentTutorial__Sample14__MiFish	31_unidentified_Callionymidae	167
ClaidentTutorial__Sample14__MiFish	28_unidentified_Poecilia	164
ClaidentTutorial__Sample14__MiFish	14_Doryichthys_boaja	163
ClaidentTutorial__Sample14__MiFish	06_unidentified_Macrouridae	160
ClaidentTutorial__Sample14__MiFish	02_unidentified_Tetraodontidae	156
ClaidentTutorial__Sample14__MiFish	17_unidentified_Gymnorhamphichthys	155
ClaidentTutorial__Sample14__MiFish	11_unidentified_Pterois	141
ClaidentTutorial__Sample14__MiFish	24_Hoplias_intermedius	138
ClaidentTutorial__Sample14__MiFish	07_Acentrogobius_pflaumii	132
ClaidentTutorial__Sample14__MiFish	32_unidentified_Rasborinae	108
ClaidentTutorial__Sample15__MiFish	51_others	3815
ClaidentTutorial__Sample15__MiFish	01_unidentified_Euteleosteomorpha	503
ClaidentTutorial__Sample15__MiFish	34_Eumegistus_illustris	277
ClaidentTutorial__Sample15__MiFish	15_unidentified_Cobitoidei	271
ClaidentTutorial__Sample15__MiFish	27_unidentified_Characoidei	256
ClaidentTutorial__Sample15__MiFish	44_Bothus_pantherinus	248
ClaidentTutorial__Sample15__MiFish	40_Acentrogobius_caninus	243
ClaidentTutorial__Sample15__MiFish	10_unidentified_Centromochlinae	242
ClaidentTutorial__Sample15__MiFish	17_unidentified_Gymnorhamphichthys	235
ClaidentTutorial__Sample15__MiFish	24_Hoplias_intermedius	226
