samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211	otu_212	otu_213	otu_214	otu_215	otu_216	otu_217	otu_218	otu_219	otu_220	otu_221	otu_222	otu_223	otu_224	otu_225	otu_226	otu_227	otu_228	otu_229	otu_230	otu_231	otu_232	otu_233	otu_234	otu_235	otu_236	otu_237	otu_238	otu_239	otu_240
ClaidentTutorial__Sample11__MiFish	76	121	65	98	133	89	108	64	135	70	66	67	41	93	118	119	0	139	0	95	115	0	0	0	143	0	125	115	75	77	0	0	0	0	0	55	0	0	0	84	165	0	0	88	0	101	0	0	0	1	0	0	139	0	0	0	0	0	0	132	0	0	84	92	0	0	0	109	0	0	82	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	115	0	0	57	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	64	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	113	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample12__MiFish	120	173	117	165	125	105	191	137	163	179	83	113	220	138	153	199	0	0	0	129	125	0	0	0	129	0	90	137	130	207	0	0	0	1	0	136	264	0	0	79	145	0	0	112	0	77	302	0	0	0	0	0	133	0	0	0	0	2	0	122	0	0	0	175	204	3	0	152	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	170	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	201	165	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	161	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	165	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample13__MiFish	15	16	19	19	10	19	21	10	18	22	21	12	10	14	3	19	0	0	0	0	16	22	0	0	16	4	19	9	7	11	0	12	0	0	0	14	15	0	0	4	11	0	0	8	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	17	20	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	10	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	34	14	0	0	0	0	25	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample14__MiFish	35	31	28	13	42	0	18	30	43	37	27	28	43	22	22	26	0	0	0	0	0	24	0	0	23	36	32	42	40	20	0	31	0	0	0	0	37	0	52	35	38	0	0	33	0	35	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	24	0	0	0	0	0	0	0	0	31	33	0	0	0	47	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	30	0	0	2	0	0	50	0	0	0	38	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	54	0	0	0	0	32	0	0	0	0	0	33	31	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0
ClaidentTutorial__Sample15__MiFish	15	12	7	7	13	0	16	8	8	14	13	16	6	0	21	16	0	0	0	0	0	14	0	0	15	18	0	0	19	10	0	14	0	0	0	0	16	0	9	16	17	0	20	12	0	13	15	0	18	0	0	15	0	0	0	0	0	0	20	0	19	0	0	0	14	0	0	0	19	0	0	0	5	0	0	0	0	10	19	0	0	0	7	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample16__MiFish	22	15	8	14	23	0	20	0	8	7	8	15	19	0	12	0	0	0	0	0	0	4	0	0	13	13	0	0	8	8	0	12	0	0	0	0	8	0	13	0	20	0	12	9	0	7	4	0	9	0	31	12	0	0	0	0	0	0	10	0	15	0	0	0	15	0	19	0	17	0	0	0	13	0	0	0	0	17	4	13	0	7	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	14	0	23	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ClaidentTutorial__Sample17__MiFish	17	24	5	15	18	0	29	0	28	28	15	13	23	0	1	0	0	0	0	0	0	14	0	0	9	12	0	0	0	13	0	16	0	0	0	0	15	0	18	0	0	0	21	0	0	0	12	0	13	0	23	12	0	0	0	0	0	0	12	0	2	0	0	0	0	0	15	0	14	0	0	0	12	0	0	0	0	8	0	18	0	12	8	0	0	0	0	0	0	7	0	27	19	0	0	10	0	0	0	0	33	0	0	0	0	21	0	22	0	5	0	0	0	0	19	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample18__MiFish	13	11	7	0	5	0	12	0	8	0	16	25	18	0	0	0	0	0	0	0	0	11	0	0	13	17	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	0	14	0	0	0	0	0	14	0	12	7	0	0	0	0	0	0	20	0	12	0	0	0	0	0	23	0	0	0	0	0	11	0	0	0	0	8	0	13	0	12	10	0	0	0	0	0	0	8	0	8	19	0	0	15	0	0	0	0	6	0	0	0	16	13	0	0	0	13	11	0	0	20	10	0	17	0	16	0	11	0	0	0	16	0	0	0	0	0	17	7	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample19__MiFish	0	0	92	0	100	0	0	0	81	0	0	78	96	0	0	0	0	0	0	0	0	99	0	0	0	75	0	0	0	0	0	79	0	0	0	0	0	0	98	0	0	0	86	0	0	0	0	0	74	0	79	64	0	0	0	0	0	0	66	0	69	0	0	0	0	0	47	0	0	0	0	0	75	0	0	0	0	54	0	99	0	99	0	0	0	0	0	0	0	83	0	94	127	0	0	82	0	0	0	0	46	0	0	0	92	0	0	0	0	77	111	3	0	77	50	0	40	0	94	0	55	0	0	0	97	0	0	0	0	0	70	0	73	157	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1	0	79	54	0	0	0	89	0	0	0	0	0	0	0	125	0	101	0	0	48	170	0	0	0	0	105	0	117	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ClaidentTutorial__Sample20__MiFish	0	0	8	0	20	0	0	0	12	0	0	7	5	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	17	0	0	0	11	0	0	0	0	0	10	0	8	12	0	0	0	0	0	0	4	0	11	0	0	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	11	0	0	0	0	0	14	0	0	15	12	0	9	0	10	0	8	0	0	0	9	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	6	0	5	0	0	19	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	19	22	0	0	0	0	0	23	0	0	0	0	0	20	10	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	7	0	0	7	0	0	5	0
