samplename	species	nreads
ClaidentTutorial__Sample05__MiFish	056_unidentified_Aspasma	230
ClaidentTutorial__Sample05__MiFish	057_Leiopotherapon_unicolor	236
ClaidentTutorial__Sample05__MiFish	058_unidentified_Megaleporinus	229
ClaidentTutorial__Sample05__MiFish	062_unidentified_Carapus	229
ClaidentTutorial__Sample05__MiFish	066_Monocentris_japonicus	223
ClaidentTutorial__Sample05__MiFish	067_unidentified_Sabanejewia	231
ClaidentTutorial__Sample05__MiFish	069_Plectropomus_areolatus	235
ClaidentTutorial__Sample05__MiFish	073_Pteraclis_aesticola	234
ClaidentTutorial__Sample05__MiFish	074_Monopterus_albus	225
ClaidentTutorial__Sample05__MiFish	075_Paraluteres_prionurus	235
ClaidentTutorial__Sample05__MiFish	077_Arripis_trutta	220
ClaidentTutorial__Sample05__MiFish	078_unidentified_Hime	231
ClaidentTutorial__Sample05__MiFish	081_Halichoeres_hartzfeldii	224
ClaidentTutorial__Sample05__MiFish	088_unidentified_Glossogobius	225
ClaidentTutorial__Sample05__MiFish	092_Myctophum_affine	231
ClaidentTutorial__Sample05__MiFish	104_Procetichthys_kreffti	229
ClaidentTutorial__Sample05__MiFish	120_Eleginops_maclovinus	232
ClaidentTutorial__Sample05__MiFish	122_Cromileptes_altivelis	224
ClaidentTutorial__Sample05__MiFish	126_Ptychochromoides_katria	223
ClaidentTutorial__Sample05__MiFish	148_Lophiogobius_ocellicauda	229
ClaidentTutorial__Sample05__MiFish	179_Macrorhamphosodes_uradoi	227
ClaidentTutorial__Sample06__MiFish	001_unidentified_Gastromyzontidae	229
ClaidentTutorial__Sample06__MiFish	002_Canthophrys_gongota	226
ClaidentTutorial__Sample06__MiFish	003_Sardina_pilchardus	232
ClaidentTutorial__Sample06__MiFish	004_Jaydia_lineata	225
ClaidentTutorial__Sample06__MiFish	005_unidentified_Amblyopinae	235
ClaidentTutorial__Sample06__MiFish	006_Paraconger_notialis	230
ClaidentTutorial__Sample06__MiFish	008_unidentified_Symphysodon	233
ClaidentTutorial__Sample06__MiFish	009_unidentified_Osteoglossiformes	224
ClaidentTutorial__Sample06__MiFish	010_Acanthaphritis_unoorum	227
ClaidentTutorial__Sample06__MiFish	011_Pagellus_bogaraveo	235
ClaidentTutorial__Sample06__MiFish	012_unidentified_Onychostoma	219
ClaidentTutorial__Sample06__MiFish	015_Diplacanthopoma_brachysoma	226
ClaidentTutorial__Sample06__MiFish	016_Ponticola_kessleri	222
ClaidentTutorial__Sample06__MiFish	017_Megalops_atlanticus	218
ClaidentTutorial__Sample06__MiFish	018_unidentified_Hyporhamphus	226
ClaidentTutorial__Sample06__MiFish	019_unidentified_Heniochus	227
ClaidentTutorial__Sample06__MiFish	020_unidentified_Homatula	229
ClaidentTutorial__Sample06__MiFish	023_unidentified_Sphyraena	228
ClaidentTutorial__Sample06__MiFish	024_unidentified_Oreochromini	227
ClaidentTutorial__Sample06__MiFish	027_unidentified_Facciolella	235
ClaidentTutorial__Sample06__MiFish	028_Acanthocepola_krusensternii	224
ClaidentTutorial__Sample06__MiFish	029_Amblydoras_gonzalezi	225
ClaidentTutorial__Sample06__MiFish	033_Solea_senegalensis	229
ClaidentTutorial__Sample06__MiFish	037_unidentified_Pampus	224
ClaidentTutorial__Sample06__MiFish	041_Acestrorhynchus_sp._NM-2010	229
ClaidentTutorial__Sample06__MiFish	042_Cephalopholis_argus	235
ClaidentTutorial__Sample06__MiFish	043_Pantodon_buchholzi	225
ClaidentTutorial__Sample06__MiFish	045_Lepidoblepharon_ophthalmolepis	227
ClaidentTutorial__Sample06__MiFish	050_unidentified_Chaetobranchopsis	222
ClaidentTutorial__Sample06__MiFish	051_unidentified_Mastacembelidae	224
ClaidentTutorial__Sample06__MiFish	055_Polymixia_japonica	228
ClaidentTutorial__Sample06__MiFish	056_unidentified_Aspasma	229
ClaidentTutorial__Sample06__MiFish	057_Leiopotherapon_unicolor	234
ClaidentTutorial__Sample06__MiFish	058_unidentified_Megaleporinus	225
ClaidentTutorial__Sample06__MiFish	066_Monocentris_japonicus	223
ClaidentTutorial__Sample06__MiFish	067_unidentified_Sabanejewia	224
ClaidentTutorial__Sample06__MiFish	075_Paraluteres_prionurus	223
ClaidentTutorial__Sample06__MiFish	077_Arripis_trutta	232
ClaidentTutorial__Sample06__MiFish	081_Halichoeres_hartzfeldii	225
ClaidentTutorial__Sample06__MiFish	086_Triplophysa_yarkandensis	230
ClaidentTutorial__Sample06__MiFish	088_unidentified_Glossogobius	236
ClaidentTutorial__Sample06__MiFish	092_Myctophum_affine	227
ClaidentTutorial__Sample06__MiFish	095_Chaunax_abei	216
ClaidentTutorial__Sample06__MiFish	101_Triphoturus_mexicanus	216
ClaidentTutorial__Sample06__MiFish	103_unidentified_Ictalurus	220
ClaidentTutorial__Sample06__MiFish	126_Ptychochromoides_katria	228
ClaidentTutorial__Sample06__MiFish	131_unidentified_Zebrias	225
ClaidentTutorial__Sample06__MiFish	152_Eucyclogobius_newberryi	226
ClaidentTutorial__Sample06__MiFish	168_unidentified_Sirembo	231
ClaidentTutorial__Sample06__MiFish	199_unidentified_Kryptolebias	221
ClaidentTutorial__Sample07__MiFish	001_unidentified_Gastromyzontidae	225
ClaidentTutorial__Sample07__MiFish	002_Canthophrys_gongota	225
ClaidentTutorial__Sample07__MiFish	003_Sardina_pilchardus	223
ClaidentTutorial__Sample07__MiFish	004_Jaydia_lineata	231
ClaidentTutorial__Sample07__MiFish	005_unidentified_Amblyopinae	234
ClaidentTutorial__Sample07__MiFish	006_Paraconger_notialis	231
ClaidentTutorial__Sample07__MiFish	007_Odontobutis_haifengensis	231
ClaidentTutorial__Sample07__MiFish	008_unidentified_Symphysodon	236
ClaidentTutorial__Sample07__MiFish	009_unidentified_Osteoglossiformes	228
ClaidentTutorial__Sample07__MiFish	010_Acanthaphritis_unoorum	225
ClaidentTutorial__Sample07__MiFish	011_Pagellus_bogaraveo	235
ClaidentTutorial__Sample07__MiFish	012_unidentified_Onychostoma	228
ClaidentTutorial__Sample07__MiFish	013_Eumegistus_illustris	233
ClaidentTutorial__Sample07__MiFish	014_Cynoglossus_abbreviatus	229
ClaidentTutorial__Sample07__MiFish	015_Diplacanthopoma_brachysoma	223
ClaidentTutorial__Sample07__MiFish	016_Ponticola_kessleri	226
ClaidentTutorial__Sample07__MiFish	017_Megalops_atlanticus	226
ClaidentTutorial__Sample07__MiFish	018_unidentified_Hyporhamphus	223
ClaidentTutorial__Sample07__MiFish	019_unidentified_Heniochus	236
ClaidentTutorial__Sample07__MiFish	020_unidentified_Homatula	223
ClaidentTutorial__Sample07__MiFish	023_unidentified_Sphyraena	238
ClaidentTutorial__Sample07__MiFish	024_unidentified_Oreochromini	229
ClaidentTutorial__Sample07__MiFish	027_unidentified_Facciolella	235
ClaidentTutorial__Sample07__MiFish	029_Amblydoras_gonzalezi	224
ClaidentTutorial__Sample07__MiFish	033_Solea_senegalensis	229
ClaidentTutorial__Sample07__MiFish	037_unidentified_Pampus	218
ClaidentTutorial__Sample07__MiFish	041_Acestrorhynchus_sp._NM-2010	229
ClaidentTutorial__Sample07__MiFish	042_Cephalopholis_argus	227
ClaidentTutorial__Sample07__MiFish	043_Pantodon_buchholzi	224
ClaidentTutorial__Sample07__MiFish	045_Lepidoblepharon_ophthalmolepis	226
ClaidentTutorial__Sample07__MiFish	050_unidentified_Chaetobranchopsis	224
ClaidentTutorial__Sample07__MiFish	051_unidentified_Mastacembelidae	217
ClaidentTutorial__Sample07__MiFish	057_Leiopotherapon_unicolor	230
ClaidentTutorial__Sample07__MiFish	060_Aplocheilus_lineatus	233
ClaidentTutorial__Sample07__MiFish	064_Parazen_pacificus	227
ClaidentTutorial__Sample07__MiFish	068_Nothobranchius_kafuensis	230
ClaidentTutorial__Sample07__MiFish	075_Paraluteres_prionurus	222
ClaidentTutorial__Sample07__MiFish	077_Arripis_trutta	231
ClaidentTutorial__Sample07__MiFish	084_Aplocheilus_panchax	226
ClaidentTutorial__Sample07__MiFish	086_Triplophysa_yarkandensis	221
ClaidentTutorial__Sample07__MiFish	088_unidentified_Glossogobius	236
ClaidentTutorial__Sample07__MiFish	095_Chaunax_abei	231
ClaidentTutorial__Sample07__MiFish	098_Embiotoca_jacksoni	221
ClaidentTutorial__Sample07__MiFish	101_Triphoturus_mexicanus	228
ClaidentTutorial__Sample07__MiFish	103_unidentified_Ictalurus	225
ClaidentTutorial__Sample07__MiFish	126_Ptychochromoides_katria	229
ClaidentTutorial__Sample07__MiFish	131_unidentified_Zebrias	225
ClaidentTutorial__Sample07__MiFish	152_Eucyclogobius_newberryi	226
ClaidentTutorial__Sample07__MiFish	170_Fistularia_commersonii	230
ClaidentTutorial__Sample07__MiFish	177_Horabagrus_brachysoma	228
ClaidentTutorial__Sample08__MiFish	001_unidentified_Gastromyzontidae	230
ClaidentTutorial__Sample08__MiFish	002_Canthophrys_gongota	225
ClaidentTutorial__Sample08__MiFish	003_Sardina_pilchardus	233
ClaidentTutorial__Sample08__MiFish	004_Jaydia_lineata	231
ClaidentTutorial__Sample08__MiFish	005_unidentified_Amblyopinae	225
ClaidentTutorial__Sample08__MiFish	006_Paraconger_notialis	222
ClaidentTutorial__Sample08__MiFish	007_Odontobutis_haifengensis	229
ClaidentTutorial__Sample08__MiFish	008_unidentified_Symphysodon	224
ClaidentTutorial__Sample08__MiFish	009_unidentified_Osteoglossiformes	230
ClaidentTutorial__Sample08__MiFish	010_Acanthaphritis_unoorum	223
ClaidentTutorial__Sample08__MiFish	011_Pagellus_bogaraveo	231
ClaidentTutorial__Sample08__MiFish	012_unidentified_Onychostoma	227
ClaidentTutorial__Sample08__MiFish	013_Eumegistus_illustris	229
ClaidentTutorial__Sample08__MiFish	014_Cynoglossus_abbreviatus	229
ClaidentTutorial__Sample08__MiFish	015_Diplacanthopoma_brachysoma	224
ClaidentTutorial__Sample08__MiFish	016_Ponticola_kessleri	231
ClaidentTutorial__Sample08__MiFish	017_Megalops_atlanticus	227
ClaidentTutorial__Sample08__MiFish	019_unidentified_Heniochus	228
ClaidentTutorial__Sample08__MiFish	020_unidentified_Homatula	236
ClaidentTutorial__Sample08__MiFish	023_unidentified_Sphyraena	226
ClaidentTutorial__Sample08__MiFish	024_unidentified_Oreochromini	225
ClaidentTutorial__Sample08__MiFish	027_unidentified_Facciolella	230
ClaidentTutorial__Sample08__MiFish	029_Amblydoras_gonzalezi	221
ClaidentTutorial__Sample08__MiFish	033_Solea_senegalensis	226
ClaidentTutorial__Sample08__MiFish	036_Etheostoma_trisella	223
ClaidentTutorial__Sample08__MiFish	037_unidentified_Pampus	228
ClaidentTutorial__Sample08__MiFish	039_Eleutheronema_tetradactylum	222
ClaidentTutorial__Sample08__MiFish	041_Acestrorhynchus_sp._NM-2010	226
ClaidentTutorial__Sample08__MiFish	051_unidentified_Mastacembelidae	230
ClaidentTutorial__Sample08__MiFish	057_Leiopotherapon_unicolor	226
ClaidentTutorial__Sample08__MiFish	060_Aplocheilus_lineatus	225
ClaidentTutorial__Sample08__MiFish	064_Parazen_pacificus	224
ClaidentTutorial__Sample08__MiFish	068_Nothobranchius_kafuensis	225
