samplename	family	nreads
ClaidentTutorial__Sample03__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample03__MiFish	26_Callionymidae	225
ClaidentTutorial__Sample03__MiFish	27_Bothidae	452
ClaidentTutorial__Sample03__MiFish	28_Melamphaidae	230
ClaidentTutorial__Sample03__MiFish	29_Triacanthidae	230
ClaidentTutorial__Sample03__MiFish	30_Acanthuridae	0
ClaidentTutorial__Sample03__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample03__MiFish	32_Anguillidae	230
ClaidentTutorial__Sample03__MiFish	33_Elopidae	227
ClaidentTutorial__Sample03__MiFish	34_Molidae	0
ClaidentTutorial__Sample03__MiFish	35_Ellopostomatidae	216
ClaidentTutorial__Sample03__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample03__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample03__MiFish	38_Bagridae	231
ClaidentTutorial__Sample03__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample03__MiFish	40_Retropinnidae	224
ClaidentTutorial__Sample03__MiFish	41_Nototheniidae	229
ClaidentTutorial__Sample03__MiFish	42_Synodontidae	0
ClaidentTutorial__Sample03__MiFish	43_Paralichthyidae	219
ClaidentTutorial__Sample03__MiFish	44_Chilodontidae	227
ClaidentTutorial__Sample03__MiFish	45_Indostomidae	0
ClaidentTutorial__Sample03__MiFish	46_Galaxiidae	229
ClaidentTutorial__Sample03__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample03__MiFish	48_Rivulidae	0
ClaidentTutorial__Sample03__MiFish	49_Muraenidae	227
ClaidentTutorial__Sample03__MiFish	50_Trichiuridae	225
ClaidentTutorial__Sample03__MiFish	51_others	4084
ClaidentTutorial__Sample04__MiFish	01_Tetraodontidae	232
ClaidentTutorial__Sample04__MiFish	02_Labridae	215
ClaidentTutorial__Sample04__MiFish	03_Danionidae	459
ClaidentTutorial__Sample04__MiFish	04_Nemacheilidae	0
ClaidentTutorial__Sample04__MiFish	05_Cyprinidae	222
ClaidentTutorial__Sample04__MiFish	06_Nothobranchiidae	224
ClaidentTutorial__Sample04__MiFish	07_Sciaenidae	231
ClaidentTutorial__Sample04__MiFish	08_Cichlidae	0
ClaidentTutorial__Sample04__MiFish	09_Kyphosidae	456
ClaidentTutorial__Sample04__MiFish	10_Adrianichthyidae	227
ClaidentTutorial__Sample04__MiFish	11_Eleotridae	224
ClaidentTutorial__Sample04__MiFish	12_Gobiidae	0
ClaidentTutorial__Sample04__MiFish	13_Soleidae	234
ClaidentTutorial__Sample04__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample04__MiFish	15_Loricariidae	228
ClaidentTutorial__Sample04__MiFish	16_Engraulidae	234
ClaidentTutorial__Sample04__MiFish	17_Acheilognathidae	0
ClaidentTutorial__Sample04__MiFish	18_Dussumieriidae	224
ClaidentTutorial__Sample04__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample04__MiFish	20_Monacanthidae	230
ClaidentTutorial__Sample04__MiFish	21_Ictaluridae	229
ClaidentTutorial__Sample04__MiFish	22_Nemipteridae	0
ClaidentTutorial__Sample04__MiFish	23_Pomacanthidae	0
ClaidentTutorial__Sample04__MiFish	24_Aplocheilidae	229
ClaidentTutorial__Sample04__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample04__MiFish	26_Callionymidae	228
ClaidentTutorial__Sample04__MiFish	27_Bothidae	233
ClaidentTutorial__Sample04__MiFish	28_Melamphaidae	226
ClaidentTutorial__Sample04__MiFish	29_Triacanthidae	223
ClaidentTutorial__Sample04__MiFish	30_Acanthuridae	0
ClaidentTutorial__Sample04__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample04__MiFish	32_Anguillidae	227
ClaidentTutorial__Sample04__MiFish	33_Elopidae	225
ClaidentTutorial__Sample04__MiFish	34_Molidae	0
ClaidentTutorial__Sample04__MiFish	35_Ellopostomatidae	227
ClaidentTutorial__Sample04__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample04__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample04__MiFish	38_Bagridae	225
ClaidentTutorial__Sample04__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample04__MiFish	40_Retropinnidae	225
ClaidentTutorial__Sample04__MiFish	41_Nototheniidae	218
ClaidentTutorial__Sample04__MiFish	42_Synodontidae	0
ClaidentTutorial__Sample04__MiFish	43_Paralichthyidae	0
ClaidentTutorial__Sample04__MiFish	44_Chilodontidae	236
ClaidentTutorial__Sample04__MiFish	45_Indostomidae	0
ClaidentTutorial__Sample04__MiFish	46_Galaxiidae	226
ClaidentTutorial__Sample04__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample04__MiFish	48_Rivulidae	0
ClaidentTutorial__Sample04__MiFish	49_Muraenidae	228
ClaidentTutorial__Sample04__MiFish	50_Trichiuridae	229
ClaidentTutorial__Sample04__MiFish	51_others	4080
ClaidentTutorial__Sample05__MiFish	01_Tetraodontidae	468
ClaidentTutorial__Sample05__MiFish	02_Labridae	459
ClaidentTutorial__Sample05__MiFish	03_Danionidae	456
ClaidentTutorial__Sample05__MiFish	04_Nemacheilidae	228
ClaidentTutorial__Sample05__MiFish	05_Cyprinidae	212
ClaidentTutorial__Sample05__MiFish	06_Nothobranchiidae	224
ClaidentTutorial__Sample05__MiFish	07_Sciaenidae	454
ClaidentTutorial__Sample05__MiFish	08_Cichlidae	0
ClaidentTutorial__Sample05__MiFish	09_Kyphosidae	452
ClaidentTutorial__Sample05__MiFish	10_Adrianichthyidae	232
ClaidentTutorial__Sample05__MiFish	11_Eleotridae	222
ClaidentTutorial__Sample05__MiFish	12_Gobiidae	225
ClaidentTutorial__Sample05__MiFish	13_Soleidae	224
ClaidentTutorial__Sample05__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample05__MiFish	15_Loricariidae	228
ClaidentTutorial__Sample05__MiFish	16_Engraulidae	232
ClaidentTutorial__Sample05__MiFish	17_Acheilognathidae	233
ClaidentTutorial__Sample05__MiFish	18_Dussumieriidae	226
ClaidentTutorial__Sample05__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample05__MiFish	20_Monacanthidae	226
ClaidentTutorial__Sample05__MiFish	21_Ictaluridae	225
ClaidentTutorial__Sample05__MiFish	22_Nemipteridae	0
ClaidentTutorial__Sample05__MiFish	23_Pomacanthidae	0
ClaidentTutorial__Sample05__MiFish	24_Aplocheilidae	225
ClaidentTutorial__Sample05__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample05__MiFish	26_Callionymidae	222
ClaidentTutorial__Sample05__MiFish	27_Bothidae	227
ClaidentTutorial__Sample05__MiFish	28_Melamphaidae	233
ClaidentTutorial__Sample05__MiFish	29_Triacanthidae	229
ClaidentTutorial__Sample05__MiFish	30_Acanthuridae	224
ClaidentTutorial__Sample05__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample05__MiFish	32_Anguillidae	222
ClaidentTutorial__Sample05__MiFish	33_Elopidae	231
ClaidentTutorial__Sample05__MiFish	34_Molidae	0
ClaidentTutorial__Sample05__MiFish	35_Ellopostomatidae	224
ClaidentTutorial__Sample05__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample05__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample05__MiFish	38_Bagridae	233
ClaidentTutorial__Sample05__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample05__MiFish	40_Retropinnidae	225
ClaidentTutorial__Sample05__MiFish	41_Nototheniidae	229
ClaidentTutorial__Sample05__MiFish	42_Synodontidae	0
ClaidentTutorial__Sample05__MiFish	43_Paralichthyidae	230
ClaidentTutorial__Sample05__MiFish	44_Chilodontidae	229
ClaidentTutorial__Sample05__MiFish	45_Indostomidae	223
ClaidentTutorial__Sample05__MiFish	46_Galaxiidae	231
ClaidentTutorial__Sample05__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample05__MiFish	48_Rivulidae	0
ClaidentTutorial__Sample05__MiFish	49_Muraenidae	229
ClaidentTutorial__Sample05__MiFish	50_Trichiuridae	223
ClaidentTutorial__Sample05__MiFish	51_others	2044
ClaidentTutorial__Sample06__MiFish	01_Tetraodontidae	682
ClaidentTutorial__Sample06__MiFish	02_Labridae	460
ClaidentTutorial__Sample06__MiFish	03_Danionidae	453
ClaidentTutorial__Sample06__MiFish	04_Nemacheilidae	456
ClaidentTutorial__Sample06__MiFish	05_Cyprinidae	458
ClaidentTutorial__Sample06__MiFish	06_Nothobranchiidae	452
ClaidentTutorial__Sample06__MiFish	07_Sciaenidae	453
ClaidentTutorial__Sample06__MiFish	08_Cichlidae	227
ClaidentTutorial__Sample06__MiFish	09_Kyphosidae	452
ClaidentTutorial__Sample06__MiFish	10_Adrianichthyidae	230
ClaidentTutorial__Sample06__MiFish	11_Eleotridae	228
ClaidentTutorial__Sample06__MiFish	12_Gobiidae	228
ClaidentTutorial__Sample06__MiFish	13_Soleidae	0
ClaidentTutorial__Sample06__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample06__MiFish	15_Loricariidae	223
ClaidentTutorial__Sample06__MiFish	16_Engraulidae	226
ClaidentTutorial__Sample06__MiFish	17_Acheilognathidae	228
ClaidentTutorial__Sample06__MiFish	18_Dussumieriidae	230
ClaidentTutorial__Sample06__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample06__MiFish	20_Monacanthidae	229
ClaidentTutorial__Sample06__MiFish	21_Ictaluridae	230
ClaidentTutorial__Sample06__MiFish	22_Nemipteridae	229
ClaidentTutorial__Sample06__MiFish	23_Pomacanthidae	0
ClaidentTutorial__Sample06__MiFish	24_Aplocheilidae	226
ClaidentTutorial__Sample06__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample06__MiFish	26_Callionymidae	0
ClaidentTutorial__Sample06__MiFish	27_Bothidae	0
ClaidentTutorial__Sample06__MiFish	28_Melamphaidae	224
ClaidentTutorial__Sample06__MiFish	29_Triacanthidae	231
ClaidentTutorial__Sample06__MiFish	30_Acanthuridae	229
ClaidentTutorial__Sample06__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample06__MiFish	32_Anguillidae	232
ClaidentTutorial__Sample06__MiFish	33_Elopidae	232
ClaidentTutorial__Sample06__MiFish	34_Molidae	223
ClaidentTutorial__Sample06__MiFish	35_Ellopostomatidae	223
ClaidentTutorial__Sample06__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample06__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample06__MiFish	38_Bagridae	238
ClaidentTutorial__Sample06__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample06__MiFish	40_Retropinnidae	229
ClaidentTutorial__Sample06__MiFish	41_Nototheniidae	227
ClaidentTutorial__Sample06__MiFish	42_Synodontidae	240
ClaidentTutorial__Sample06__MiFish	43_Paralichthyidae	228
ClaidentTutorial__Sample06__MiFish	44_Chilodontidae	228
ClaidentTutorial__Sample06__MiFish	45_Indostomidae	0
ClaidentTutorial__Sample06__MiFish	46_Galaxiidae	230
ClaidentTutorial__Sample06__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample06__MiFish	48_Rivulidae	0
ClaidentTutorial__Sample06__MiFish	49_Muraenidae	233
ClaidentTutorial__Sample06__MiFish	50_Trichiuridae	0
ClaidentTutorial__Sample06__MiFish	51_others	1341
ClaidentTutorial__Sample07__MiFish	01_Tetraodontidae	447
ClaidentTutorial__Sample07__MiFish	02_Labridae	457
ClaidentTutorial__Sample07__MiFish	03_Danionidae	449
ClaidentTutorial__Sample07__MiFish	04_Nemacheilidae	453
ClaidentTutorial__Sample07__MiFish	05_Cyprinidae	660
ClaidentTutorial__Sample07__MiFish	06_Nothobranchiidae	222
ClaidentTutorial__Sample07__MiFish	07_Sciaenidae	443
ClaidentTutorial__Sample07__MiFish	08_Cichlidae	224
ClaidentTutorial__Sample07__MiFish	09_Kyphosidae	225
ClaidentTutorial__Sample07__MiFish	10_Adrianichthyidae	235
ClaidentTutorial__Sample07__MiFish	11_Eleotridae	223
ClaidentTutorial__Sample07__MiFish	12_Gobiidae	0
ClaidentTutorial__Sample07__MiFish	13_Soleidae	0
ClaidentTutorial__Sample07__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample07__MiFish	15_Loricariidae	230
ClaidentTutorial__Sample07__MiFish	16_Engraulidae	219
ClaidentTutorial__Sample07__MiFish	17_Acheilognathidae	227
ClaidentTutorial__Sample07__MiFish	18_Dussumieriidae	234
ClaidentTutorial__Sample07__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample07__MiFish	20_Monacanthidae	229
ClaidentTutorial__Sample07__MiFish	21_Ictaluridae	225
ClaidentTutorial__Sample07__MiFish	22_Nemipteridae	233
ClaidentTutorial__Sample07__MiFish	23_Pomacanthidae	0
ClaidentTutorial__Sample07__MiFish	24_Aplocheilidae	236
ClaidentTutorial__Sample07__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample07__MiFish	26_Callionymidae	0
ClaidentTutorial__Sample07__MiFish	27_Bothidae	0
ClaidentTutorial__Sample07__MiFish	28_Melamphaidae	227
ClaidentTutorial__Sample07__MiFish	29_Triacanthidae	227
ClaidentTutorial__Sample07__MiFish	30_Acanthuridae	221
ClaidentTutorial__Sample07__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample07__MiFish	32_Anguillidae	225
ClaidentTutorial__Sample07__MiFish	33_Elopidae	224
ClaidentTutorial__Sample07__MiFish	34_Molidae	227
ClaidentTutorial__Sample07__MiFish	35_Ellopostomatidae	228
ClaidentTutorial__Sample07__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample07__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample07__MiFish	38_Bagridae	230
ClaidentTutorial__Sample07__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample07__MiFish	40_Retropinnidae	232
ClaidentTutorial__Sample07__MiFish	41_Nototheniidae	223
ClaidentTutorial__Sample07__MiFish	42_Synodontidae	229
ClaidentTutorial__Sample07__MiFish	43_Paralichthyidae	230
ClaidentTutorial__Sample07__MiFish	44_Chilodontidae	227
ClaidentTutorial__Sample07__MiFish	45_Indostomidae	0
ClaidentTutorial__Sample07__MiFish	46_Galaxiidae	0
ClaidentTutorial__Sample07__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample07__MiFish	48_Rivulidae	0
ClaidentTutorial__Sample07__MiFish	49_Muraenidae	224
ClaidentTutorial__Sample07__MiFish	50_Trichiuridae	0
ClaidentTutorial__Sample07__MiFish	51_others	2238
ClaidentTutorial__Sample08__MiFish	01_Tetraodontidae	450
ClaidentTutorial__Sample08__MiFish	02_Labridae	446
ClaidentTutorial__Sample08__MiFish	03_Danionidae	460
ClaidentTutorial__Sample08__MiFish	04_Nemacheilidae	461
ClaidentTutorial__Sample08__MiFish	05_Cyprinidae	224
ClaidentTutorial__Sample08__MiFish	06_Nothobranchiidae	228
ClaidentTutorial__Sample08__MiFish	07_Sciaenidae	447
ClaidentTutorial__Sample08__MiFish	08_Cichlidae	228
ClaidentTutorial__Sample08__MiFish	09_Kyphosidae	222
ClaidentTutorial__Sample08__MiFish	10_Adrianichthyidae	232
ClaidentTutorial__Sample08__MiFish	11_Eleotridae	229
ClaidentTutorial__Sample08__MiFish	12_Gobiidae	0
ClaidentTutorial__Sample08__MiFish	13_Soleidae	0
ClaidentTutorial__Sample08__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample08__MiFish	15_Loricariidae	223
ClaidentTutorial__Sample08__MiFish	16_Engraulidae	223
ClaidentTutorial__Sample08__MiFish	17_Acheilognathidae	221
ClaidentTutorial__Sample08__MiFish	18_Dussumieriidae	227
ClaidentTutorial__Sample08__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample08__MiFish	20_Monacanthidae	230
ClaidentTutorial__Sample08__MiFish	21_Ictaluridae	234
ClaidentTutorial__Sample08__MiFish	22_Nemipteridae	224
ClaidentTutorial__Sample08__MiFish	23_Pomacanthidae	231
ClaidentTutorial__Sample08__MiFish	24_Aplocheilidae	233
ClaidentTutorial__Sample08__MiFish	25_Gasterosteidae	0
ClaidentTutorial__Sample08__MiFish	26_Callionymidae	0
ClaidentTutorial__Sample08__MiFish	27_Bothidae	0
ClaidentTutorial__Sample08__MiFish	28_Melamphaidae	221
ClaidentTutorial__Sample08__MiFish	29_Triacanthidae	235
ClaidentTutorial__Sample08__MiFish	30_Acanthuridae	223
ClaidentTutorial__Sample08__MiFish	31_unidentified_Osteoglossiformes	0
ClaidentTutorial__Sample08__MiFish	32_Anguillidae	234
ClaidentTutorial__Sample08__MiFish	33_Elopidae	224
ClaidentTutorial__Sample08__MiFish	34_Molidae	221
ClaidentTutorial__Sample08__MiFish	35_Ellopostomatidae	222
ClaidentTutorial__Sample08__MiFish	36_Cynoglossidae	0
ClaidentTutorial__Sample08__MiFish	37_Echeneidae	0
ClaidentTutorial__Sample08__MiFish	38_Bagridae	227
ClaidentTutorial__Sample08__MiFish	39_Dactylopteridae	0
ClaidentTutorial__Sample08__MiFish	40_Retropinnidae	226
ClaidentTutorial__Sample08__MiFish	41_Nototheniidae	0
ClaidentTutorial__Sample08__MiFish	42_Synodontidae	221
ClaidentTutorial__Sample08__MiFish	43_Paralichthyidae	224
ClaidentTutorial__Sample08__MiFish	44_Chilodontidae	224
ClaidentTutorial__Sample08__MiFish	45_Indostomidae	0
ClaidentTutorial__Sample08__MiFish	46_Galaxiidae	0
ClaidentTutorial__Sample08__MiFish	47_Stromateidae	0
ClaidentTutorial__Sample08__MiFish	48_Rivulidae	235
ClaidentTutorial__Sample08__MiFish	49_Muraenidae	0
ClaidentTutorial__Sample08__MiFish	50_Trichiuridae	0
ClaidentTutorial__Sample08__MiFish	51_others	2701
ClaidentTutorial__Sample09__MiFish	01_Tetraodontidae	460
ClaidentTutorial__Sample09__MiFish	02_Labridae	228
ClaidentTutorial__Sample09__MiFish	03_Danionidae	463
ClaidentTutorial__Sample09__MiFish	04_Nemacheilidae	454
ClaidentTutorial__Sample09__MiFish	05_Cyprinidae	451
ClaidentTutorial__Sample09__MiFish	06_Nothobranchiidae	235
ClaidentTutorial__Sample09__MiFish	07_Sciaenidae	217
ClaidentTutorial__Sample09__MiFish	08_Cichlidae	461
ClaidentTutorial__Sample09__MiFish	09_Kyphosidae	221
ClaidentTutorial__Sample09__MiFish	10_Adrianichthyidae	229
ClaidentTutorial__Sample09__MiFish	11_Eleotridae	227
ClaidentTutorial__Sample09__MiFish	12_Gobiidae	227
ClaidentTutorial__Sample09__MiFish	13_Soleidae	0
ClaidentTutorial__Sample09__MiFish	14_Clupeidae	0
ClaidentTutorial__Sample09__MiFish	15_Loricariidae	228
ClaidentTutorial__Sample09__MiFish	16_Engraulidae	218
ClaidentTutorial__Sample09__MiFish	17_Acheilognathidae	220
ClaidentTutorial__Sample09__MiFish	18_Dussumieriidae	227
ClaidentTutorial__Sample09__MiFish	19_Xenocyprididae	0
ClaidentTutorial__Sample09__MiFish	20_Monacanthidae	225
ClaidentTutorial__Sample09__MiFish	21_Ictaluridae	222
ClaidentTutorial__Sample09__MiFish	22_Nemipteridae	223
ClaidentTutorial__Sample09__MiFish	23_Pomacanthidae	228
ClaidentTutorial__Sample09__MiFish	24_Aplocheilidae	230
ClaidentTutorial__Sample09__MiFish	25_Gasterosteidae	228
ClaidentTutorial__Sample09__MiFish	26_Callionymidae	0
ClaidentTutorial__Sample09__MiFish	27_Bothidae	0
ClaidentTutorial__Sample09__MiFish	28_Melamphaidae	233
ClaidentTutorial__Sample09__MiFish	29_Triacanthidae	234
ClaidentTutorial__Sample09__MiFish	30_Acanthuridae	226
ClaidentTutorial__Sample09__MiFish	31_unidentified_Osteoglossiformes	0
