0.0245	denoised_001	MW366639_71_1026	AP012115_70_1026	AP012115_70_1026	78.8	76.4	77.0	94.5	77.0	3	0	7	4	0	28	1.8	N
0.0000	denoised_069	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_085	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_100	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_090	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_104	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0498	denoised_098	AB378750_69_1015	KT869378_69_1011	KT869378_69_1011	77.2	71.6	75.9	80.9	75.9	2	0	2	13	4	31	1.2	N
0.0000	denoised_081	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_095	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_111	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_086	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_102	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_103	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.2256	denoised_099	MK784245_494_1445	KY779852_69_1016	KY779852_69_1016	93.0	77.2	91.8	74.7	91.8	2	0	0	30	5	6	1.3	N
0.0000	denoised_108	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_101	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0212	denoised_112	KJ168066_65_1019	KJ168064_69_1026	KJ168066_65_1019	90.4	89.8	89.2	94.0	89.8	4	2	12	2	1	1	0.6	N
0.0000	denoised_091	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_110	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_109	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_107	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_089	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_105	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_106	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_094	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_097	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_088	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_096	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_093	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
0.0000	denoised_092	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
